,source,target
2392,regador,borrifada
2393,regador,diferir
2394,regador,solubilizados
2395,regador,cisteína
2396,tratamento,médico
2397,tratamento,resíduo
2398,tratamento,antibiótico
2399,tratamento,efluente
2400,basar,fresco
2401,basar,capitata
2402,basar,gayana
2403,basar,estilosante
2404,bater,cesariana
2405,bater,pomada
2406,bater,seringa
2407,bater,primípara
2408,féter,cetônico
2409,féter,heterozigoto
2410,féter,peniano
2411,féter,oxigênio
2412,estreptococo,tanchagem
2413,estreptococo,pomada
2414,estreptococo,parenteral
2415,estreptococo,dimensionamento
2416,necropsia,urinário
2417,necropsia,espáduo
2418,necropsia,captura
2419,necropsia,fitoterapia
2420,radicante,subereta
2421,radicante,restinga
2422,radicante,minerais
2423,radicante,herbácea
2424,alga,micoplasma
2425,alga,fibroso
2426,alga,fitoterápico
2427,alga,bigemina
2428,obstétrico,mourão
2429,obstétrico,locomotor
2430,obstétrico,tubo
2431,obstétrico,mamadeira
2432,bactericida,pneumonia
2433,bactericida,urease
2434,bactericida,fítico
2435,bactericida,embalagem
2436,limpar,afecção
2437,limpar,brilho
2438,limpar,camomila
2439,limpar,vitalidade
2440,cimento,fitoterapia
2441,cimento,urinário
2442,cimento,cópula
2443,cimento,ave
2444,bastão,colorir
2445,bastão,ovariana
2446,bastão,gostar
2447,bastão,aureus
2448,herbácea,sanguíneo
2449,herbácea,embalagem
2450,herbácea,óxido
2451,herbácea,pútridos
2452,acupuntura,endereço
2453,acupuntura,vampiricida
2454,acupuntura,dactylon
2455,acupuntura,bezerra
2456,misturador,barato
2457,misturador,guandu
2458,misturador,prostaglandina
2459,misturador,frigidez
2460,pelagem,corrimento
2461,pelagem,canaleta
2462,pelagem,declive
2463,pelagem,semiásper
2464,recolher,solto
2465,recolher,tetania
2466,recolher,espáduo
2467,recolher,erliquiose
2468,tricros,raço
2469,tricros,heterose
2470,tricros,cruza
2471,tricros,resistente
2472,músculo,globulina
2473,músculo,tostar
2474,músculo,arejamento
2475,músculo,aminar
2476,calor,estresse
2477,calor,obtençãar
2478,calor,calórico
2479,calor,térmico
2480,vitalidade,brilho
2481,vitalidade,ptaquiloser
2482,vitalidade,bexiga
2483,vitalidade,hematófago
2484,guzer,adulteração
2485,guzer,guzerá
2486,guzer,ordenhador
2487,guzer,aptidão
2488,piquete,desfolha
2489,piquete,pastejo
2490,piquete,arborização
2491,piquete,rotativo
2492,glabra,ráqul
2493,glabra,subséssel
2494,glabra,brotação
2495,glabra,capineira
2496,mamadeira,secretor
2497,mamadeira,suor
2498,mamadeira,lábio
2499,mamadeira,parenteral
2500,cisto,irritação
2501,cisto,icterícia
2502,cisto,articulação
2503,cisto,sintomatologia
2504,estolonífera,cromossomo
2505,estolonífera,excretar
2506,estolonífera,sativa
2507,estolonífera,aureus
2508,planejamento,ingrediente
2509,planejamento,garupa
2510,planejamento,capineiro
2511,planejamento,perfil
2512,termofílica,ninfa
2513,termofílica,humificação
2514,termofílica,obeso
2515,termofílica,magro
2516,braquiaro,toxicidade
2517,braquiaro,clorótico
2518,braquiaro,cespitoso
2519,braquiaro,desrama
2520,bicálcico,spray
2521,bicálcico,micoplasma
2522,bicálcico,nebulização
2523,bicálcico,papelão
2524,vermifugação,quente
2525,vermifugação,nutriente
2526,vermifugação,cloreto
2527,vermifugação,chuva
2528,combate,fertirrigação
2529,combate,desoxirribonucleico
2530,combate,tostagem
2531,combate,textura
2532,heterose,tricros
2533,heterose,raço
2534,heterose,doente
2535,heterose,doador
2536,ruminal,reciclável
2537,ruminal,bronopol
2538,ruminal,espermograma
2539,ruminal,gelo
2540,nebulização,hidratação
2541,nebulização,seiva
2542,nebulização,sadio
2543,nebulização,purulento
2544,mensal,sexado
2545,mensal,tremor
2546,mensal,orelha
2547,mensal,aniônica
2548,semiconfinamento,cespitoso
2549,semiconfinamento,poluição
2550,semiconfinamento,derivar
2551,semiconfinamento,semiárido
2552,ovino,parasitário
2553,ovino,alfafal
2554,ovino,predador
2555,ovino,tristeza
2556,nematoide,fetal
2557,nematoide,bexiga
2558,nematoide,irritação
2559,nematoide,fitoterapia
2560,isolante,acupuntura
2561,isolante,spray
2562,isolante,tanchagem
2563,isolante,seringa
2564,palatável,coccidiose
2565,palatável,divisória
2566,palatável,cartilagem
2567,palatável,articulação
2568,vaginal,spray
2569,vaginal,dorso
2570,vaginal,estreptococo
2571,vaginal,tanchagem
2572,ordenha,manual
2573,ordenha,mecânico
2574,ordenha,portão
2575,ordenha,cuidado
2576,raiz,alumínio
2577,raiz,fertirrigação
2578,raiz,alcalinidade
2579,raiz,erosão
2580,excesso,magro
2581,excesso,humificação
2582,excesso,secar
2583,excesso,certo
2584,baia,desidratação
2585,baia,distúrbio
2586,baia,bezerreiro
2587,baia,semiconfinamento
2588,desinfetantes,sadio
2589,desinfetantes,teta
2590,desinfetantes,amarelar
2591,desinfetantes,tremor
2592,aminar,músculo
2593,aminar,globulina
2594,aminar,caseiro
2595,aminar,tostar
2596,diluição,teteira
2597,diluição,contaminação
2598,diluição,inflamatório
2599,diluição,sabor
2600,ciliaril,aceiro
2601,ciliaril,semiáridar
2602,ciliaril,fascicular
2603,ciliaril,boca
2604,psicrotrófica,parede
2605,psicrotrófica,genótipo
2606,psicrotrófica,amargo
2607,psicrotrófica,creme
2608,mosco,pote
2609,mosco,osso
2610,mosco,junta
2611,mosco,carinho
2612,junta,dilatação
2613,junta,formigo
2614,junta,olho
2615,junta,macrocephala
2616,rasqueadeir,lacrado
2617,rasqueadeir,cesariana
2618,rasqueadeir,elétrica
2619,rasqueadeir,embarcadouro
2620,braquiária,capim
2621,braquiária,pastagem
2622,braquiária,plantar
2623,braquiária,cigarrinhar
2624,pálida,fetal
2625,pálida,selo
2626,pálida,nematoide
2627,pálida,pote
2628,poeira,abomaso
2629,poeira,periparto
2630,poeira,coler
2631,poeira,solubilil
2632,perder,hectare
2633,perder,demorar
2634,perder,vaca
2635,perder,lactação
2636,aproveitamento,tolerância
2637,aproveitamento,mãe
2638,aproveitamento,fácil
2639,aproveitamento,armazenamento
2640,magra,gordo
2641,magra,gestante
2642,magra,prever
2643,magra,magro
2644,miúdo,ripado
2645,miúdo,manganês
2646,miúdo,muco
2647,miúdo,bezerra
2648,liber,tecnificação
2649,liber,homozigoto
2650,liber,cristalino
2651,liber,engorda
2652,peniana,carvão
2653,peniana,sugador
2654,peniana,diferem
2655,peniana,multiestrato
2656,touceira,garupa
2657,touceira,plantar
2658,touceira,libido
2659,touceira,topografia
2660,vegetal,solo
2661,vegetal,nutricional
2662,vegetal,fértil
2663,vegetal,ácidos
2664,colhedeira,batoque
2665,colhedeira,rebanhar
2666,colhedeira,leiteiro
2667,colhedeira,mole
2668,deslocamento,fenótipo
2669,deslocamento,endogamia
2670,deslocamento,vedação
2671,deslocamento,septicemia
2672,dossel,argila
2673,dossel,desrama
2674,dossel,orvalho
2675,dossel,pluviométrico
2676,operar,tanchagem
2677,operar,parenteral
2678,operar,perfurar
2679,operar,dactylon
2680,gestação,gordo
2681,gestação,ultrassonografia
2682,gestação,parir
2683,gestação,gestante
2684,ar,temperatura
2685,ar,luminosidade
2686,ar,bulbo
2687,ar,silo
2688,auxiliar,instalação
2689,auxiliar,maneira
2690,auxiliar,afetar
2691,auxiliar,físico
2692,morte,doador
2693,morte,humano
2694,morte,dose
2695,morte,organismo
2696,peladeira,garantir
2697,peladeira,ouvir
2698,peladeira,pastagem
2699,peladeira,nutritivo
2700,metacercária,ptaquiloser
2701,metacercária,parasitose
2702,metacercária,hominivorax
2703,metacercária,patologia
2704,geada,fértil
2705,geada,cobertura
2706,geada,solo
2707,geada,terraço
2708,rama,reincidência
2709,rama,dossel
2710,rama,estolão
2711,rama,inflorescência
2712,condensatu,antialérgico
2713,condensatu,pubescem
2714,condensatu,mucunoide
2715,condensatu,antitóxico
2716,articulação,irritação
2717,articulação,hábitat
2718,articulação,icterícia
2719,articulação,bexiga
2720,rodízio,vermifugar
2721,rodízio,samambaia
2722,rodízio,bebedouro
2723,rodízio,rotativo
2724,seiva,nebulização
2725,seiva,sadio
2726,seiva,ovo
2727,seiva,fibroso
2728,financeiro,estrangulamento
2729,financeiro,silício
2730,financeiro,cromo
2731,financeiro,gelo
2732,pancadar,multípara
2733,pancadar,fasciolose
2734,pancadar,umbilical
2735,pancadar,citratar
2736,vacinar,medo
2737,vacinar,infeccioso
2738,vacinar,reação
2739,vacinar,protozoário
2740,irmão,núcleo
2741,irmão,carga
2742,irmão,confiança
2743,irmão,descendente
2744,herbáceo,purpureum
2745,herbáceo,tecidos
2746,herbáceo,monocultura
2747,herbáceo,daninhar
2748,tuberculose,doença
2749,tuberculose,sintoma
2750,tuberculose,infeccioso
2751,tuberculose,imunidade
2752,endereço,acupuntura
2753,endereço,irritação
2754,endereço,plástico
2755,endereço,bexiga
2756,excreção,agilidade
2757,excreção,amarelar
2758,excreção,demanda
2759,excreção,tecnificação
2760,morno,geladeira
2761,morno,suor
2762,morno,fitoterápico
2763,morno,secretor
2764,salgar,vanádio
2765,salgar,sensorial
2766,salgar,furo
2767,salgar,apatia
2768,parasitose,ptaquiloser
2769,parasitose,metacercária
2770,parasitose,hominivorax
2771,parasitose,carrapaticidar
2772,homeopatia,cancerígeno
2773,homeopatia,descornar
2774,homeopatia,descorna
2775,homeopatia,erva
2776,diluir,subterrâneo
2777,diluir,fluxo
2778,diluir,sulfô
2779,diluir,iodofórmio
2780,cirurgia,alvenaria
2781,cirurgia,diferem
2782,cirurgia,tricomonose
2783,cirurgia,hemorragia
2784,casca,serragem
2785,casca,estimulante
2786,casca,calopogônio
2787,casca,macio
2788,sintoma,morte
2789,sintoma,tuberculose
2790,sintoma,médico
2791,sintoma,agente
2792,chuva,partícula
2793,chuva,irrigação
2794,chuva,forragem
2795,chuva,adubar
2796,forragem,nutritivo
2797,forragem,grande
2798,forragem,insolação
2799,forragem,baixo
2800,borrifada,regador
2801,borrifada,diferir
2802,borrifada,capilar
2803,borrifada,aquoso
2804,endereçar,nlemfuensis
2805,endereçar,estimulante
2806,endereçar,subproduto
2807,endereçar,fóssil
2808,guzerá,gir
2809,guzerá,aptidão
2810,guzerá,guzer
2811,guzerá,órgão
2812,hábitat,articulação
2813,hábitat,irritação
2814,hábitat,cisto
2815,hábitat,cauda
2816,adocicar,bovina
2817,adocicar,peniano
2818,adocicar,frigidez
2819,adocicar,pescoço
2820,pintoi,subclínica
2821,pintoi,antixenose
2822,pintoi,biomassa
2823,pintoi,cuidado
2824,perímetro,florescimento
2825,perímetro,condensatu
2826,perímetro,mucunoide
2827,perímetro,perfilhamento
2828,secretar,flúor
2829,secretar,acidose
2830,secretar,estufamento
2831,secretar,embalagem
2832,macroelemento,aditivo
2833,macroelemento,helminto
2834,macroelemento,populaçãar
2835,macroelemento,broto
2836,inoculação,natimorto
2837,inoculação,risco
2838,inoculação,agudar
2839,inoculação,fêmeo
2840,pneumoenterite,cesariana
2841,pneumoenterite,seringa
2842,pneumoenterite,válvula
2843,pneumoenterite,vidro
2844,enfermidade,agente
2845,enfermidade,isolamento
2846,enfermidade,doença
2847,enfermidade,praga
2848,replantio,toxidez
2849,replantio,escarificaçãar
2850,replantio,roçar
2851,replantio,freático
2852,papo,bócio
2853,papo,quelação
2854,papo,papeira
2855,papo,morcego
2856,sede,gayana
2857,sede,derivar
2858,sede,lodo
2859,sede,carboidrato
2860,cânula,pedaço
2861,cânula,dimensionamento
2862,cânula,parenteral
2863,cânula,mamadeira
2864,tripsina,sulfurados
2865,tripsina,pepsina
2866,tripsina,coproduto
2867,tripsina,minerais
2868,chorumar,sanguíneo
2869,chorumar,embalagem
2870,chorumar,escorregar
2871,chorumar,fibroso
2872,nitrogenadar,espécies
2873,nitrogenadar,reincidência
2874,nitrogenadar,estria
2875,nitrogenadar,argiluviação
2876,fazendeiro,selo
2877,fazendeiro,pote
2878,fazendeiro,mourão
2879,fazendeiro,cauda
2880,forrageiro,espécie
2881,forrageiro,gramínea
2882,forrageiro,tropical
2883,forrageiro,elevar
2884,contagioso,portadora
2885,contagioso,endovenoso
2886,contagioso,hipófise
2887,contagioso,cérebro
2888,adubar,cigarrinhar
2889,adubar,efeito
2890,adubar,espécie
2891,adubar,cultura
2892,apodrecimento,queimada
2893,apodrecimento,coletora
2894,apodrecimento,manipulação
2895,apodrecimento,cauda
2896,perene,semiáridar
2897,perene,boca
2898,perene,fascicular
2899,perene,decumbens
2900,vegetação,selo
2901,vegetação,carrapaticidar
2902,vegetação,nematoide
2903,vegetação,pálida
2904,dieta,base
2905,dieta,seco
2906,dieta,balancear
2907,dieta,molécular
2908,molibdênio,tampa
2909,molibdênio,bronopol
2910,molibdênio,térmica
2911,molibdênio,reciclável
2912,dor,veneno
2913,dor,graxo
2914,dor,acetonemia
2915,dor,corrimento
2916,vermifugar,rodízio
2917,vermifugar,tricros
2918,vermifugar,revacinar
2919,vermifugar,bebedouro
2920,plantar,topografia
2921,plantar,semente
2922,plantar,superpastejo
2923,plantar,alumínio
2924,lamber,cirurgia
2925,lamber,cordão
2926,lamber,ressecamento
2927,lamber,cloro
2928,carrapaticidar,articulação
2929,carrapaticidar,ptaquiloser
2930,carrapaticidar,hábitat
2931,carrapaticidar,irritação
2932,coproduto,sulfurados
2933,coproduto,minerais
2934,coproduto,cisteína
2935,coproduto,paratifo
2936,mamar,pé
2937,mamar,bezerro
2938,mamar,lactente
2939,mamar,presença
2940,circulação,respiração
2941,circulação,operação
2942,circulação,picar
2943,circulação,subtropical
2944,morcego,babosa
2945,morcego,chifr
2946,morcego,calagem
2947,morcego,papo
2948,parasitar,chá
2949,parasitar,colibacilose
2950,parasitar,ácer
2951,parasitar,morcego
2952,penduloso,pressãar
2953,penduloso,parir
2954,penduloso,corporal
2955,penduloso,novilho
2956,respiratório,lei
2957,respiratório,aditivo
2958,respiratório,estimulante
2959,respiratório,subproduto
2960,terraço,topografia
2961,terraço,calagem
2962,terraço,fértil
2963,terraço,calcário
2964,tatuagem,lado
2965,tatuagem,incubar
2966,tatuagem,traumático
2967,tatuagem,reciclável
2968,plantio,calagem
2969,plantio,subtropical
2970,plantio,inverno
2971,plantio,aveia
2972,intestino,descornar
2973,intestino,cancerígeno
2974,intestino,descorna
2975,intestino,homeopatia
2976,afetar,animal
2977,afetar,físico
2978,afetar,auxiliar
2979,afetar,clonagem
2980,pano,corticosteroide
2981,pano,intramamário
2982,pano,estirpe
2983,pano,nosódio
2984,brasilense,roçar
2985,brasilense,equídeo
2986,brasilense,leito
2987,brasilense,fotossensibilização
2988,lácteo,descer
2989,lácteo,álcool
2990,lácteo,doloroso
2991,lácteo,aptidãar
2992,celulase,fluido
2993,celulase,descartar
2994,celulase,molecular
2995,celulase,concentrado
2996,componente,sistema
2997,componente,instalação
2998,componente,úmer
2999,componente,entrada
3000,coqueiro,oral
3001,coqueiro,calopogônio
3002,coqueiro,quebrar
3003,coqueiro,borracha
3004,febre,sintoma
3005,febre,maculoso
3006,febre,carga
3007,febre,equino
3008,latão,prostaglandina
3009,latão,prostrar
3010,latão,citratar
3011,latão,diferem
3012,nitrogenada,desbastar
3013,nitrogenada,vacinador
3014,nitrogenada,palatável
3015,nitrogenada,arenoso
3016,desinfecçãar,bastão
3017,desinfecçãar,colorir
3018,desinfecçãar,ovariana
3019,desinfecçãar,marcação
3020,oócito,aferição
3021,oócito,maximização
3022,oócito,nutricionista
3023,oócito,semiáspero
3024,borracha,semiáridar
3025,borracha,boca
3026,borracha,coqueiro
3027,borracha,perene
3028,decomposiçãar,lixo
3029,decomposiçãar,ordenhador
3030,decomposiçãar,perímetro
3031,decomposiçãar,componentes
3032,lançar,ataque
3033,lançar,replantio
3034,lançar,foliar
3035,lançar,toxidez
3036,praga,doença
3037,praga,imunidade
3038,praga,agente
3039,praga,morte
3040,pancreática,cítrico
3041,pancreática,tripsina
3042,pancreática,salgar
3043,pancreática,colibacilose
3044,eimeriose,coccidiose
3045,eimeriose,olho
3046,eimeriose,fitoterapia
3047,eimeriose,ferir
3048,citratar,traumatismo
3049,citratar,segregação
3050,citratar,adesivo
3051,citratar,diferem
3052,inchar,tampa
3053,inchar,estufamento
3054,inchar,térmica
3055,inchar,molibdênio
3056,sulfô,concentração
3057,sulfô,diluir
3058,sulfô,parte
3059,sulfô,fluxo
3060,reprodutivo,rebanho
3061,reprodutivo,rebanhar
3062,reprodutivo,sanitário
3063,reprodutivo,parto
3064,endoparasita,capoeira
3065,endoparasita,hematúria
3066,endoparasita,gayanu
3067,endoparasita,coração
3068,mamite,ingurgitadar
3069,mamite,agulha
3070,mamite,hematófago
3071,mamite,lã
3072,vitro,criopreservação
3073,vitro,elétrica
3074,vitro,rotor
3075,vitro,tampa
3076,guandu,cajan
3077,guandu,frigidez
3078,guandu,prostaglandina
3079,guandu,latão
3080,lembrar,insolação
3081,lembrar,filho
3082,lembrar,objetivo
3083,lembrar,grande
3084,fertirrigação,casco
3085,fertirrigação,raiz
3086,fertirrigação,alcalinidade
3087,fertirrigação,erosão
3088,mucunoide,babar
3089,mucunoide,antitóxico
3090,mucunoide,gayanu
3091,mucunoide,condensatu
3092,argiluviação,argila
3093,argiluviação,clorótico
3094,argiluviação,cespitoso
3095,argiluviação,estria
3096,broto,aceiro
3097,broto,desrama
3098,broto,florir
3099,broto,galho
3100,líquido,esterco
3101,líquido,lagoa
3102,líquido,semissólido
3103,líquido,compostagem
3104,bota,parasitando
3105,bota,traje
3106,bota,micuim
3107,bota,chifr
3108,regrar,radicular
3109,regrar,biológico
3110,regrar,freático
3111,regrar,copa
3112,garantir,nutritivo
3113,garantir,ouvir
3114,garantir,filho
3115,garantir,bom
3116,proliferação,gene
3117,proliferação,aparelho
3118,proliferação,perna
3119,proliferação,freezer
3120,desmamar,precoce
3121,desmamar,lactente
3122,desmamar,balde
3123,desmamar,utensílio
3124,erosão,topografia
3125,erosão,alumínio
3126,erosão,gradagem
3127,erosão,calagem
3128,gesso,homeopático
3129,gesso,multiflorum
3130,gesso,sulfurados
3131,gesso,acidente
3132,bivitelino,manual
3133,bivitelino,frasco
3134,bivitelino,sintoma
3135,bivitelino,tecido
3136,digestível,tampão
3137,digestível,aminoácido
3138,digestível,spraying
3139,digestível,ácer
3140,reprodutor,financeiro
3141,reprodutor,orientar
3142,reprodutor,rendimento
3143,reprodutor,picar
3144,desidratação,terreno
3145,desidratação,revacinar
3146,desidratação,distúrbio
3147,desidratação,micronutriente
3148,emagreceu,espermático
3149,emagreceu,folicular
3150,emagreceu,bovina
3151,emagreceu,microbiana
3152,embrião,vitro
3153,embrião,desidratação
3154,embrião,pesar
3155,embrião,recurso
3156,escrotal,morcego
3157,escrotal,babosa
3158,escrotal,germinação
3159,escrotal,calcário
3160,concreto,crioscópico
3161,concreto,homeopater
3162,concreto,secretor
3163,concreto,capilar
3164,arbusto,retal
3165,arbusto,caixa
3166,arbusto,fasciolose
3167,arbusto,bovina
3168,abrasividade,higiênico
3169,abrasividade,necropsia
3170,abrasividade,espáduo
3171,abrasividade,fetal
3172,acesso,arborização
3173,acesso,desfolha
3174,acesso,piquete
3175,acesso,pastagem
3176,superfosfato,secretor
3177,superfosfato,capilar
3178,superfosfato,esterqueiro
3179,superfosfato,hidratação
3180,luminosidade,temperatura
3181,luminosidade,elevar
3182,luminosidade,termômetro
3183,luminosidade,fator
3184,obesa,vaginal
3185,obesa,dimensionamento
3186,obesa,spray
3187,obesa,injetável
3188,medo,protozoário
3189,medo,confiança
3190,medo,mitocondrial
3191,medo,fatal
3192,implantar,semear
3193,implantar,aveia
3194,implantar,plantar
3195,implantar,avear
3196,macronutriente,aniônica
3197,macronutriente,iodato
3198,macronutriente,bastão
3199,macronutriente,concha
3200,inverno,forrageira
3201,inverno,capineiro
3202,inverno,plantio
3203,inverno,plantar
3204,amniótico,dilatação
3205,amniótico,garupar
3206,amniótico,sintético
3207,amniótico,cordão
3208,mutica,semiárido
3209,mutica,argila
3210,mutica,pluviométrico
3211,mutica,transfusão
3212,odor,condensar
3213,odor,bula
3214,odor,oxitocina
3215,odor,bulir
3216,roliço,serrar
3217,roliço,pote
3218,roliço,carinho
3219,roliço,carvão
3220,descer,lácteo
3221,descer,álcool
3222,descer,brusco
3223,descer,glóbulo
3224,bula,odor
3225,bula,oxitocina
3226,bula,condensar
3227,bula,doloroso
3228,tostar,globulina
3229,tostar,afecção
3230,tostar,músculo
3231,tostar,lodo
3232,grosso,via
3233,grosso,babar
3234,grosso,brasiliensil
3235,grosso,lenhoso
3236,semiásper,canaleta
3237,semiásper,multiovulação
3238,semiásper,purulento
3239,semiásper,orelha
3240,reflexo,tropical
3241,reflexo,inverno
3242,reflexo,morfológico
3243,reflexo,forrageira
3244,útero,cabeça
3245,útero,velho
3246,útero,subnutrição
3247,útero,anestro
3248,capineiro,garupa
3249,capineiro,ouvir
3250,capineiro,perfil
3251,capineiro,inverno
3252,testículo,citoplasma
3253,testículo,herbicida
3254,testículo,diferir
3255,testículo,sadio
3256,cavalo,parasitário
3257,cavalo,carrapaticida
3258,cavalo,tristeza
3259,cavalo,ovino
3260,garupa,capineiro
3261,garupa,ouvir
3262,garupa,perfil
3263,garupa,inverno
3264,foliar,compostagem
3265,foliar,lançar
3266,foliar,arbóreo
3267,foliar,leguminoso
3268,chorume,artrópode
3269,chorume,aerada
3270,chorume,lodo
3271,chorume,tamponante
3272,erosãar,hipoclorito
3273,erosãar,primavera
3274,erosãar,enxadão
3275,erosãar,borracha
3276,alojamento,bactéria
3277,alojamento,phaseoloide
3278,alojamento,gênerar
3279,alojamento,copa
3280,vento,digestãar
3281,vento,veranico
3282,vento,tostar
3283,vento,desinfetar
3284,cromo,vaso
3285,cromo,molibdênio
3286,cromo,certificar
3287,cromo,gelo
3288,lixo,mosquicidar
3289,lixo,larval
3290,lixo,lenhoso
3291,lixo,aquilinum
3292,globulina,afecção
3293,globulina,muscular
3294,globulina,combustível
3295,globulina,petróleo
3296,orelha,semiásper
3297,orelha,canaleta
3298,orelha,estirpe
3299,orelha,declive
3300,ultrassonografia,gestação
3301,ultrassonografia,gordo
3302,ultrassonografia,magro
3303,ultrassonografia,parir
3304,fraco,mãe
3305,fraco,aptidãar
3306,fraco,desmamar
3307,fraco,lactente
3308,unha,barbela
3309,unha,vampiricida
3310,unha,brilho
3311,unha,tênia
3312,garupar,fita
3313,garupar,dilatação
3314,garupar,nlemfuensis
3315,garupar,sintético
3316,lacrado,embarcadouro
3317,lacrado,viscosidade
3318,lacrado,primípara
3319,lacrado,cesariana
3320,diagnosticar,reação
3321,diagnosticar,tristeza
3322,diagnosticar,terapêutico
3323,diagnosticar,rinotraqueítar
3324,argila,argiluviação
3325,argila,dossel
3326,argila,semiárido
3327,argila,orvalho
3328,fóssil,combustível
3329,fóssil,petróleo
3330,fóssil,estimulante
3331,fóssil,glicerinar
3332,sativa,sexado
3333,sativa,biberão
3334,sativa,azebuadar
3335,sativa,orelha
3336,inalto,osso
3337,inalto,junta
3338,inalto,tubo
3339,inalto,carvão
3340,entomopatogênico,cordão
3341,entomopatogênico,abate
3342,entomopatogênico,hábito
3343,entomopatogênico,reagente
3344,gênerar,ferrar
3345,gênerar,alfafal
3346,gênerar,sombrear
3347,gênerar,maculoso
3348,parasiticida,ovariana
3349,parasiticida,corda
3350,parasiticida,cetônico
3351,parasiticida,descongelar
3352,cespitoso,argila
3353,cespitoso,clorótico
3354,cespitoso,argiluviação
3355,cespitoso,dossel
3356,magnésio,potássio
3357,magnésio,caseiro
3358,magnésio,andrológico
3359,magnésio,farinha
3360,bermuda,urinário
3361,bermuda,sintomático
3362,bermuda,espáduo
3363,bermuda,abrasividade
3364,parasitário,tristeza
3365,parasitário,ovino
3366,parasitário,cavalo
3367,parasitário,infeccioso
3368,rasteiro,fita
3369,rasteiro,sphacelatar
3370,rasteiro,sintético
3371,rasteiro,garupar
3372,helminto,broto
3373,helminto,aditivo
3374,helminto,macroelemento
3375,helminto,sintomático
3376,raspadeira,erliquiose
3377,raspadeira,vegetação
3378,raspadeira,fitoterapia
3379,raspadeira,infecçãar
3380,batoque,rebanhar
3381,batoque,fluido
3382,batoque,descartar
3383,batoque,colhedeira
3384,afecção,globulina
3385,afecção,muscular
3386,afecção,camomila
3387,afecção,glicerinar
3388,mal,tamponante
3389,mal,andrológico
3390,mal,junto
3391,mal,sexo
3392,comer,suplementar
3393,comer,peletizado
3394,comer,palatável
3395,comer,agilidade
3396,ectoparasita,casco
3397,ectoparasita,desinfecçãar
3398,ectoparasita,tampão
3399,ectoparasita,protease
3400,nariz,umbilical
3401,nariz,traumático
3402,nariz,vidro
3403,nariz,traumatismo
3404,gordo,magra
3405,gordo,gestante
3406,gordo,parir
3407,gordo,magro
3408,placa,ácidos
3409,placa,pastagem
3410,placa,análise
3411,placa,solo
3412,perfil,ouvir
3413,perfil,nutritivo
3414,perfil,bom
3415,perfil,garupa
3416,entressafra,sulfúrico
3417,entressafra,outonal
3418,entressafra,erradicar
3419,entressafra,feijão
3420,gênero,cromossomo
3421,gênero,tampão
3422,gênero,arbóreo
3423,gênero,ciclo
3424,sintético,fita
3425,sintético,nlemfuensis
3426,sintético,manganês
3427,sintético,garupar
3428,alimento,pico
3429,alimento,concentrado
3430,alimento,unidade
3431,alimento,volumoso
3432,segurar,aquoso
3433,segurar,cápsula
3434,segurar,amarelar
3435,segurar,estereotipia
3436,florir,ancep
3437,florir,brizantha
3438,florir,broto
3439,florir,inflorescência
3440,tropical,gramínea
3441,tropical,leguminoso
3442,tropical,fenação
3443,tropical,gramíneo
3444,químico,análise
3445,químico,adubo
3446,químico,ácidos
3447,químico,orgânico
3448,floco,coágulo
3449,floco,aguar
3450,floco,pata
3451,floco,sanitizar
3452,ouvir,perfil
3453,ouvir,nutritivo
3454,ouvir,garupa
3455,ouvir,capineiro
3456,imunoglobulina,bezerro
3457,imunoglobulina,presença
3458,imunoglobulina,abrigo
3459,imunoglobulina,cuidado
3460,derivar,gayana
3461,derivar,lodo
3462,derivar,arroxear
3463,derivar,sede
3464,incubadora,maturar
3465,incubadora,telar
3466,incubadora,cérebro
3467,incubadora,fígar
3468,adiposo,linhaça
3469,adiposo,homeopater
3470,adiposo,subproduto
3471,adiposo,muco
3472,inseminador,taxa
3473,inseminador,medir
3474,inseminador,acasalamento
3475,inseminador,fêmea
3476,detergente,novilha
3477,detergente,hídrico
3478,detergente,exame
3479,detergente,armazenagem
3480,pasteurização,diarrear
3481,pasteurização,frigidez
3482,pasteurização,hormonal
3483,pasteurização,contrair
3484,traje,micuim
3485,traje,bota
3486,traje,larval
3487,traje,parasitando
3488,toxicidade,desrama
3489,toxicidade,argila
3490,toxicidade,dossel
3491,toxicidade,pluviométrico
3492,lençol,detenção
3493,lençol,nitrogenadar
3494,lençol,espécies
3495,lençol,argiluviação
3496,micronutriente,rizomatoso
3497,micronutriente,estaçãar
3498,micronutriente,brizantha
3499,micronutriente,toxina
3500,fatores,quebrar
3501,fatores,multiestrato
3502,fatores,manganês
3503,fatores,sphacelatar
3504,cerca,piquete
3505,cerca,médio
3506,cerca,doméstico
3507,cerca,desfolha
3508,pico,alimento
3509,pico,carbonato
3510,pico,base
3511,pico,água
3512,excitabilidade,toxicidade
3513,excitabilidade,florescer
3514,excitabilidade,semiárido
3515,excitabilidade,braquiaro
3516,solubilização,espécies
3517,solubilização,neutralizar
3518,solubilização,reincidência
3519,solubilização,forragear
3520,comprimido,alvéolo
3521,comprimido,placa
3522,comprimido,microbiologia
3523,comprimido,estação
3524,amônio,rim
3525,amônio,diarrear
3526,amônio,fítico
3527,amônio,concha
3528,vaca,cruzar
3529,vaca,hectare
3530,vaca,demorar
3531,vaca,perder
3532,meio,consumidor
3533,meio,pelar
3534,meio,consumir
3535,meio,físico
3536,cordoalha,tremor
3537,cordoalha,metionina
