"index";"from";"to"
2002;"planta";"semente"
2003;"planta";"água"
2004;"planta";"cobalto"
2005;"planta";"animal"
2006;"planta";"inseto"
2007;"planta";"madeira"
2008;"planta";"sal"
2009;"planta";"inflorescência"
2010;"planta";"ambiente"
2011;"planta";"vida"
2012;"planta";"sexo"
2013;"planta";"fazenda"
2014;"planta";"parasita"
2015;"planta";"agricultura"
2016;"planta";"energia"
2017;"planta";"folha"
2018;"planta";"parasitismo"
2019;"planta";"matéria"
2020;"planta";"cálcio"
2021;"digestibilidade";"fez"
2022;"digestibilidade";"alimento"
2023;"digestibilidade";"nutriente"
2024;"digestibilidade";"química"
2025;"digestibilidade";"ph"
2026;"digestibilidade";"célula"
2027;"digestibilidade";"intestino delgado"
2028;"digestibilidade";"água"
2029;"acidez";"composto orgânico"
2030;"acidez";"ph"
2031;"acidez";"química"
2032;"infestaçõe";"mineral"
2033;"infestaçõe";"inverno"
2034;"infestaçõe";"papel"
2035;"infestaçõe";"óleo"
2036;"infestaçõe";"árvore"
2037;"infestaçõe";"mosca"
2038;"infestaçõe";"cavalo"
2039;"infestaçõe";"gado"
2040;"infestaçõe";"magnésio"
2041;"infestaçõe";"planta"
2042;"infestaçõe";"doença"
2043;"infestaçõe";"inseto"
2044;"infestaçõe";"madeira"
2045;"infestaçõe";"espécie"
2046;"infestaçõe";"umidade"
2047;"infestaçõe";"água"
2048;"glândula";"glândula mamária"
2049;"glândula";"proteína"
2050;"zebuíno";"radiação solar"
2051;"zebuíno";"fêmea"
2052;"zebuíno";"cavalo"
2053;"zebuíno";"zebu"
2054;"zebuíno";"produtividade"
2055;"zebuíno";"macho"
2056;"zebuíno";"guzerá"
2057;"zebuíno";"espécie"
2058;"zebuíno";"reprodução"
2059;"zebuíno";"bezerro"
2060;"zebuíno";"sêman"
2061;"zebuíno";"elefante"
2062;"zebuíno";"útero"
2063;"zebuíno";"bovino"
2064;"zebuíno";"carne"
2065;"zebuíno";"animal"
2066;"zebuíno";"espermatozoide"
2067;"zebuíno";"leite"
2068;"zebuíno";"inseminação artificial"
2069;"zebuíno";"gir"
2070;"zebuíno";"chifre"
2071;"zebuíno";"rúman"
2072;"zebuíno";"brasil"
2073;"zebuíno";"melhoramento genético"
2074;"zebuíno";"calor"
2075;"concentração";"kg"
2076;"concentração";"substância"
2077;"concentração";"volume"
2078;"concentração";"química"
2079;"animai";"parasita"
2080;"animai";"energia"
2081;"animai";"alimentação"
2082;"animai";"célula"
2083;"animai";"animal"
2084;"animai";"inseto"
2085;"animai";"cálcio"
2086;"animai";"matéria"
2087;"animai";"espécie"
2088;"animai";"ovo"
2089;"animai";"vida"
2090;"animai";"genética"
2091;"animai";"organismo"
2092;"animai";"proteína"
2093;"célula";"proteína"
2094;"célula";"máquina"
2095;"célula";"parasita"
2096;"célula";"febre maculosa"
2097;"célula";"dna"
2098;"célula";"gene"
2099;"célula";"bactéria"
2100;"célula";"vida"
2101;"célula";"organismo"
2102;"célula";"carrapato"
2103;"indicada";"temperatura"
2104;"indicada";"fazenda"
2105;"indicada";"calcário"
2106;"indicada";"inverno"
2107;"indicada";"serviço"
2108;"indicada";"transporte"
2109;"indicada";"clima temperado"
2110;"indicada";"agricultura"
2111;"indicada";"milho"
2112;"indicada";"carne"
2113;"indicada";"leite"
2114;"geralmente";"brasil"
2115;"fertilidade";"animai"
2116;"fertilidade";"gestação"
2117;"fertilidade";"planta"
2118;"fertilidade";"solo"
2119;"fertilidade";"vida"
2120;"fertilidade";"reprodução"
2121;"fertilidade";"água"
2122;"cavalo";"inverno"
2123;"cavalo";"raça"
2124;"cavalo";"brasil"
2125;"cavalo";"transporte"
2126;"cavalo";"agricultura"
2127;"cavalo";"animal"
2128;"cavalo";"espécie"
2129;"cavalo";"genética"
2130;"produtividade";"necessidade"
2131;"produtividade";"eficiência"
2132;"produtividade";"agricultura"
2133;"produtividade";"produto"
2134;"produtividade";"atividade"
2135;"produtividade";"eficiente"
2136;"produtividade";"produção"
2137;"maximizar";"arquitetura"
2138;"maximizar";"inverno"
2139;"maximizar";"radiação solar"
2140;"maximizar";"agricultura"
2141;"maximizar";"clima temperado"
2142;"maximizar";"selênio"
2143;"maximizar";"planta"
2144;"maximizar";"água"
2145;"maximizar";"madeira"
2146;"maximizar";"sal"
2147;"maximizar";"pasteurização"
2148;"maximizar";"concreto"
2149;"maximizar";"calor"
2150;"freezer";"alimento"
2151;"freezer";"indústria"
2152;"freezer";"inverno"
2153;"freezer";"máquina"
2154;"freezer";"brasil"
2155;"freezer";"carne"
2156;"tropicais";"estrela"
2157;"tropicais";"radiação solar"
2158;"tropicais";"sombra"
2159;"fundamental";"brasil"
2160;"animal";"parasita"
2161;"animal";"energia"
2162;"animal";"alimentação"
2163;"animal";"célula"
2164;"animal";"animal"
2165;"animal";"inseto"
2166;"animal";"cálcio"
2167;"animal";"matéria"
2168;"animal";"espécie"
2169;"animal";"ovo"
2170;"animal";"vida"
2171;"animal";"genética"
2172;"animal";"organismo"
2173;"animal";"proteína"
2174;"adubação";"nutriente"
2175;"adubação";"adubo"
2176;"adubação";"agricultura"
2177;"adubação";"solo"
2178;"adubação";"esterco"
2179;"adubação";"curral"
2180;"tolerância";"cultura"
2181;"tolerância";"legislação"
2182;"inicialmente";"brasil"
2183;"droga";"brasil"
2184;"droga";"comportamento"
2185;"droga";"libido"
2186;"droga";"medicamento"
2187;"lácteos";"estrela"
2188;"lácteos";"magnésio"
2189;"lácteos";"gêmeo"
2190;"um";"produto"
2191;"formação";"arquitetura"
2192;"formação";"indústria"
2193;"formação";"eficiência"
2194;"formação";"química"
2195;"formação";"brasil"
2196;"formação";"transporte"
2197;"formação";"agricultura"
2198;"formação";"produção"
2199;"formação";"cultura"
2200;"tóxicas";"brasil"
2201;"tristeza";"medo"
2202;"carrapatos";"fêmea"
2203;"carrapatos";"brasil"
2204;"carrapatos";"febre maculosa"
2205;"carrapatos";"imersão"
2206;"carrapatos";"bactéria"
2207;"carrapatos";"leite"
2208;"carrapatos";"macho"
2209;"carrapatos";"babesiose"
2210;"carrapatos";"sangue"
2211;"carrapatos";"febre"
2212;"cultivo";"indústria"
2213;"cultivo";"árvore"
2214;"cultivo";"irrigação"
2215;"cultivo";"produtividade"
2216;"cultivo";"fertilidade"
2217;"cultivo";"alimento"
2218;"cultivo";"microrganismo"
2219;"cultivo";"milho"
2220;"cultivo";"solo"
2221;"cultivo";"técnica"
2222;"cultivo";"cultura"
2223;"cultivo";"genética"
2224;"cultivo";"semente"
2225;"cultivo";"água"
2226;"cultivo";"transporte"
2227;"cultivo";"adubação"
2228;"cultivo";"sorgo"
2229;"cultivo";"cerca"
2230;"cultivo";"madeira"
2231;"cultivo";"produção"
2232;"cultivo";"ambiente"
2233;"cultivo";"nitrogênio"
2234;"cultivo";"fazenda"
2235;"cultivo";"eficiência"
2236;"cultivo";"medicamento"
2237;"cultivo";"fibra"
2238;"cultivo";"energia"
2239;"cultivo";"resíduo"
2240;"existe";"elemento"
2241;"facilidade";"brasil"
2242;"provocar";"brasil"
2243;"provocar";"droga"
2244;"tratado";"brasil"
2245;"tratado";"tratado"
2246;"genética";"animai"
2247;"genética";"agricultura"
2248;"genética";"planta"
2249;"genética";"dna"
2250;"genética";"gene"
2251;"genética";"variabilidade genética"
2252;"genética";"genoma"
2253;"genética";"organismo"
2254;"genética";"proteína"
2255;"recomenda";"pesquisa"
2256;"recomenda";"contagem"
2257;"recomenda";"indústria"
2258;"recomenda";"vacina"
2259;"recomenda";"arquitetura"
2260;"recomenda";"temperatura"
2261;"recomenda";"serviço"
2262;"recomenda";"legislação"
2263;"recomenda";"solo"
2264;"recomenda";"literatura"
2265;"recomenda";"cultura"
2266;"recomenda";"água"
2267;"recomenda";"inverno"
2268;"recomenda";"umidade relativa"
2269;"recomenda";"transporte"
2270;"recomenda";"banco"
2271;"recomenda";"mercado"
2272;"recomenda";"produção"
2273;"recomenda";"brasil"
2274;"recomenda";"população"
2275;"recomenda";"lotação"
2276;"úbere";"transporte"
2277;"quando";"brasil"
2278;"ordenha";"animai"
2279;"ordenha";"úbere"
2280;"ordenha";"mastite"
2281;"ordenha";"leite"
2282;"ordenha";"água"
2283;"semente";"temperatura"
2284;"semente";"inverno"
2285;"semente";"óleo"
2286;"semente";"árvore"
2287;"semente";"brasil"
2288;"semente";"milho"
2289;"semente";"população"
2290;"semente";"água"
2291;"semente";"cerrado"
2292;"semente";"solo"
2293;"semente";"madeira"
2294;"semente";"hormônio"
2295;"semente";"vida"
2296;"semente";"reprodução"
2297;"semente";"semente"
2298;"semente";"proteína"
2299;"produção";"necessidade"
2300;"produção";"indústria"
2301;"produção";"eficiência"
2302;"produção";"serviço"
2303;"produção";"transporte"
2304;"produção";"agricultura"
2305;"produção";"produto"
2306;"produção";"processo"
2307;"produção";"produtividade"
2308;"produção";"cultura"
2309;"produção";"custo"
2310;"arquitetura";"química"
2311;"arquitetura";"brasil"
2312;"arquitetura";"finalidade"
2313;"arquitetura";"forma"
2314;"arquitetura";"literatura"
2315;"vida";"proteína"
2316;"vida";"máquina"
2317;"vida";"nutriente"
2318;"vida";"química"
2319;"vida";"parasita"
2320;"vida";"energia"
2321;"vida";"célula"
2322;"vida";"dna"
2323;"vida";"gene"
2324;"vida";"bactéria"
2325;"vida";"matéria"
2326;"vida";"espécie"
2327;"vida";"estrela"
2328;"vida";"calor"
2329;"vida";"reprodução"
2330;"vida";"genética"
2331;"vida";"organismo"
2332;"vida";"água"
2333;"artificial";"química"
2334;"artificial";"estrela"
2335;"artificial";"ambiente"
2336;"artificial";"mecânica"
2337;"artificial";"genética"
2338;"artificial";"cultura"
2339;"sujos";"brasil"
2340;"somatotropina";"brasil"
2341;"somatotropina";"gene"
2342;"somatotropina";"mastite"
2343;"somatotropina";"hormônio"
2344;"sementes";"temperatura"
2345;"sementes";"inverno"
2346;"sementes";"óleo"
2347;"sementes";"árvore"
2348;"sementes";"brasil"
2349;"sementes";"milho"
2350;"sementes";"população"
2351;"sementes";"água"
2352;"sementes";"cerrado"
2353;"sementes";"solo"
2354;"sementes";"madeira"
2355;"sementes";"hormônio"
2356;"sementes";"vida"
2357;"sementes";"reprodução"
2358;"sementes";"semente"
2359;"sementes";"proteína"
2360;"ração";"sintoma"
2361;"ração";"brasil"
2362;"ração";"cavalo"
2363;"ração";"zebu"
2364;"ração";"mestiço"
2365;"ração";"população"
2366;"ração";"gene"
2367;"ração";"macho"
2368;"ração";"espécie"
2369;"ração";"gir"
2370;"ração";"genética"
2371;"ração";"cultura"
2372;"microrganismo";"açúcar"
2373;"microrganismo";"nutriente"
2374;"microrganismo";"bovino"
2375;"microrganismo";"parasita"
2376;"microrganismo";"energia"
2377;"microrganismo";"leguminosa"
2378;"microrganismo";"fermentação"
2379;"microrganismo";"dna"
2380;"microrganismo";"lactose"
2381;"microrganismo";"bactéria"
2382;"microrganismo";"leite"
2383;"microrganismo";"matéria"
2384;"microrganismo";"solo"
2385;"microrganismo";"vida"
2386;"microrganismo";"queijo"
2387;"microrganismo";"reprodução"
2388;"microrganismo";"genética"
2389;"microrganismo";"organismo"
2390;"cultura";"agricultura"
2391;"cultura";"raça"
2392;"aumento";"consumo"
2393;"aumento";"estresse"
2394;"aumento";"seca"
2395;"aumento";"estresse térmico"
2396;"aumento";"adubo"
2397;"aumento";"umidade relativa"
2398;"aumento";"agricultura"
2399;"aumento";"milho"
2400;"aumento";"energia"
2401;"aumento";"ph"
2402;"aumento";"cerrado"
2403;"aumento";"balanço energético"
2404;"aumento";"cálcio"
2405;"aumento";"sorgo"
2406;"aumento";"vida"
2407;"estresse";"infecção"
2408;"estresse";"nascimento"
2409;"estresse";"açúcar"
2410;"estresse";"medo"
2411;"estresse";"tristeza"
2412;"estresse";"sistema imunológico"
2413;"estresse";"sangue"
2414;"estresse";"genética"
2415;"estresse";"objetivo"
2416;"estresse";"proteína"
2417;"acima";"brasil"
2418;"acima";"contagem"
2419;"acima";"população"
2420;"carrapato";"fêmea"
2421;"carrapato";"brasil"
2422;"carrapato";"febre maculosa"
2423;"carrapato";"imersão"
2424;"carrapato";"bactéria"
2425;"carrapato";"leite"
2426;"carrapato";"macho"
2427;"carrapato";"babesiose"
2428;"carrapato";"sangue"
2429;"carrapato";"febre"
2430;"cerrado";"brachiaria"
2431;"cerrado";"fósforo"
2432;"cerrado";"estiagem"
2433;"cerrado";"mineral"
2434;"cerrado";"seca"
2435;"cerrado";"pastejo"
2436;"cerrado";"árvore"
2437;"cerrado";"brasil"
2438;"cerrado";"paí"
2439;"cerrado";"milho"
2440;"cerrado";"área"
2441;"cerrado";"magnésio"
2442;"cerrado";"gramínea"
2443;"cerrado";"umidade"
2444;"cerrado";"pasto"
2445;"cerrado";"alumínio"
2446;"cerrado";"cálcio"
2447;"cerrado";"solo"
2448;"cerrado";"embrapa"
2449;"mesma";"madeira"
2450;"precoce";"intoxicação"
2451;"bebedouro";"piquete"
2452;"bebedouro";"indústria"
2453;"bebedouro";"brasil"
2454;"bebedouro";"população"
2455;"bebedouro";"bebedouro"
2456;"chuvosa";"líquido"
2457;"chuvosa";"seca"
2458;"chuvosa";"inverno"
2459;"chuvosa";"sólido"
2460;"chuvosa";"árvore"
2461;"chuvosa";"óleo"
2462;"chuvosa";"brasil"
2463;"chuvosa";"agricultura"
2464;"chuvosa";"planta"
2465;"chuvosa";"volume"
2466;"chuvosa";"bactéria"
2467;"chuvosa";"solo"
2468;"chuvosa";"cultura"
2469;"chuvosa";"superfície"
2470;"chuvosa";"água"
2471;"superpastejo";"estresse"
2472;"superpastejo";"aborto"
2473;"superpastejo";"nutriente"
2474;"superpastejo";"brasil"
2475;"superpastejo";"irrigação"
2476;"superpastejo";"agricultura"
2477;"superpastejo";"reação inflamatória"
2478;"superpastejo";"cerrado"
2479;"superpastejo";"inseto"
2480;"superpastejo";"bactéria"
2481;"superpastejo";"higiene"
2482;"superpastejo";"embrapa"
2483;"mortalidade";"aborto"
2484;"mortalidade";"genética"
2485;"consumida";"consumo"
2486;"consumida";"produto"
2487;"consumida";"serviço"
2488;"entretanto";"tratado"
2489;"entretanto";"indústria"
2490;"entretanto";"calcário"
2491;"entretanto";"serviço"
2492;"entretanto";"brasil"
2493;"entretanto";"paí"
2494;"entretanto";"clima temperado"
2495;"entretanto";"transporte"
2496;"entretanto";"energia"
2497;"entretanto";"população"
2498;"entretanto";"dna"
2499;"entretanto";"literatura"
2500;"spp";"cavalo"
2501;"spp";"espermatozoide"
2502;"spp";"cultivar"
2503;"spp";"organismo"
2504;"spp";"sexo"
2505;"técnica";"necessidade"
2506;"técnica";"resultado"
2507;"técnica";"geração"
2508;"técnica";"agricultura"
2509;"técnica";"atividade"
2510;"técnica";"animal"
2511;"operacional";"sistema"
2512;"melhoramento";"animai"
2513;"melhoramento";"fêmea"
2514;"melhoramento";"planta"
2515;"melhoramento";"célula"
2516;"melhoramento";"espermatozoide"
2517;"melhoramento";"gene"
2518;"melhoramento";"variabilidade genética"
2519;"melhoramento";"leite"
2520;"melhoramento";"genética"
2521;"melhoramento";"semente"
2522;"cultivare";"organismo"
2523;"cultivare";"agricultura"
2524;"cultivare";"espécie"
2525;"cultivare";"taxon"
2526;"cultivare";"semente"
2527;"bezerreiro";"animal"
2528;"bezerreiro";"madeira"
2529;"molecular";"açúcar"
2530;"molecular";"substância"
2531;"molecular";"bactéria"
2532;"molecular";"sal"
2533;"molecular";"composição química"
2534;"molecular";"água"
2535;"dor";"terapia"
2536;"dor";"inflamação"
2537;"dor";"sangue"
2538;"dor";"genética"
2539;"dor";"sexo"
2540;"apresenta";"brasil"
2541;"apresenta";"mãe"
2542;"apresenta";"peso"
2543;"tifton";"área"
2544;"tifton";"água"
2545;"tifton";"população"
2546;"misturar";"ventilação"
2547;"misturar";"substância"
2548;"misturar";"leite"
2549;"misturar";"química"
2550;"vermifugação";"brasil"
2551;"brachiaria";"cerrado"
2552;"brachiaria";"espécie"
2553;"suplemento";"proteína"
2554;"suplemento";"nutriente"
2555;"suplemento";"fibra"
2556;"suplemento";"cálcio"
2557;"suplemento";"minerai"
2558;"suplemento";"vitamina"
2559;"suplemento";"dieta"
2560;"acasalamento";"acasalamento"
2561;"acasalamento";"fêmea"
2562;"acasalamento";"adubação"
2563;"acasalamento";"inseto"
2564;"acasalamento";"bactéria"
2565;"acasalamento";"macho"
2566;"acasalamento";"espécie"
2567;"acasalamento";"cio"
2568;"secar";"irrigação"
2569;"secar";"temperatura"
2570;"secar";"ambiente"
2571;"secar";"semente"
2572;"vivos";"brasil"
2573;"piso";"arquitetura"
2574;"pennisetum";"pennisetum"
2575;"pennisetum";"espécie"
2576;"colostro";"parto"
2577;"colostro";"água"
2578;"colostro";"leite"
2579;"colostro";"proteína"
2580;"chifre";"transporte"
2581;"chifre";"água"
2582;"chifre";"população"
2583;"cultivares";"organismo"
2584;"cultivares";"agricultura"
2585;"cultivares";"espécie"
2586;"cultivares";"taxon"
2587;"cultivares";"semente"
2588;"incidência";"população"
2589;"consumo";"produção"
2590;"consumo";"alimento"
2591;"consumo";"serviço"
2592;"consumo";"distribuição"
2593;"reprodução";"fêmea"
2594;"reprodução";"mosca"
2595;"reprodução";"célula"
2596;"reprodução";"macho"
2597;"reprodução";"bactéria"
2598;"reprodução";"ovo"
2599;"reprodução";"espécie"
2600;"reprodução";"ovário"
2601;"reprodução";"organismo"
2602;"reprodução";"alimento"
2603;"reprodução";"temperatura"
2604;"reprodução";"mãe"
2605;"reprodução";"alimentação"
2606;"reprodução";"genética"
2607;"reprodução";"semente"
2608;"reprodução";"animal"
2609;"reprodução";"clonagem"
2610;"reprodução";"dna"
2611;"reprodução";"inseto"
2612;"reprodução";"vida"
2613;"reprodução";"ambiente"
2614;"reprodução";"sexo"
2615;"reprodução";"gene"
2616;"bruta";"paí"
2617;"inflamação";"estresse"
2618;"inflamação";"infecção"
2619;"inflamação";"medicamento"
2620;"inflamação";"reação inflamatória"
2621;"inflamação";"droga"
2622;"inflamação";"doença"
2623;"inflamação";"dor"
2624;"inflamação";"imunoglobulina"
2625;"inflamação";"febre"
2626;"inflamação";"genética"
2627;"inflamação";"organismo"
2628;"inflamação";"calor"
2629;"nutriente";"mineral"
2630;"nutriente";"alimento"
2631;"nutriente";"alimentação"
2632;"nutriente";"substância"
2633;"nutriente";"célula"
2634;"nutriente";"água"
2635;"nutriente";"adubação"
2636;"nutriente";"sal"
2637;"nutriente";"composto orgânico"
2638;"nutriente";"vida"
2639;"nutriente";"vitamina"
2640;"nutriente";"organismo"
2641;"nutriente";"dieta"
2642;"dose";"organismo"
2643;"dose";"química"
2644;"dose";"nutriente"
2645;"dose";"dieta"
2646;"persistência";"sistema"
2647;"útero";"útero"
2648;"útero";"parto"
2649;"útero";"cérvix"
2650;"útero";"ovário"
2651;"útero";"vagina"
2652;"processamento";"processo"
2653;"gestação";"útero"
2654;"gestação";"parto"
2655;"gestação";"espermatozoide"
2656;"gestação";"espécie"
2657;"gestação";"vaca"
2658;"rúman";"mãe"
2659;"rúman";"água"
2660;"considerando";"arbusto"
2661;"considerando";"árvore"
2662;"considerando";"milho"
2663;"considerando";"planta"
2664;"considerando";"madeira"
2665;"considerando";"espécie"
2666;"considerando";"inflorescência"
2667;"considerando";"semente"
2668;"ssps";"brasil"
2669;"enxertada";"gordura"
2670;"fermentação";"fósforo"
2671;"fermentação";"açúcar"
2672;"fermentação";"energia"
2673;"fermentação";"substância"
2674;"fermentação";"célula"
2675;"fermentação";"bactéria"
2676;"fermentação";"leite"
2677;"fermentação";"concentração"
2678;"fermentação";"pasteurização"
2679;"fermentação";"sangue"
2680;"utilização";"brasil"
2681;"utilização";"agricultura"
2682;"utilização";"indústria"
2683;"utilização";"seca"
2684;"fdn";"brasil"
2685;"durabilidade";"indústria"
2686;"durabilidade";"eficiência"
2687;"durabilidade";"transporte"
2688;"durabilidade";"agricultura"
2689;"durabilidade";"produção"
2690;"durabilidade";"cultura"
2691;"eliminar";"brasil"
2692;"açúcar";"brasil"
2693;"açúcar";"ph"
2694;"açúcar";"lactose"
2695;"paí";"brasil"
2696;"bacteriana";"animai"
2697;"bacteriana";"infecção"
2698;"bacteriana";"fermentação"
2699;"bacteriana";"célula"
2700;"bacteriana";"corpo"
2701;"bacteriana";"febre maculosa"
2702;"bacteriana";"doença"
2703;"bacteriana";"bactéria"
2704;"bacteriana";"genoma"
2705;"bacteriana";"organismo"
2706;"bacteriana";"proteína"
2707;"bacteriana";"alimento"
2708;"bacteriana";"solo"
2709;"bacteriana";"hormônio"
2710;"bacteriana";"genética"
2711;"bacteriana";"água"
2712;"bacteriana";"planta"
2713;"bacteriana";"dna"
2714;"bacteriana";"queijo"
2715;"bacteriana";"ambiente"
2716;"bacteriana";"aborto"
2717;"bacteriana";"parasita"
2718;"bacteriana";"núcleo"
2719;"bacteriana";"gene"
2720;"bacteriana";"antibiótico"
2721;"africana";"indústria"
2722;"africana";"química"
2723;"africana";"equipamento"
2724;"africana";"paí"
2725;"africana";"mineral"
2726;"africana";"fez"
2727;"africana";"alimento"
2728;"africana";"elefante"
2729;"africana";"fosfato"
2730;"africana";"temperatura"
2731;"africana";"arbusto"
2732;"africana";"óleo"
2733;"africana";"milho"
2734;"africana";"gramínea"
2735;"africana";"solo"
2736;"africana";"técnica"
2737;"africana";"europeu"
2738;"africana";"taxon"
2739;"africana";"umidade"
2740;"africana";"cultura"
2741;"africana";"açúcar"
2742;"africana";"inverno"
2743;"africana";"região"
2744;"africana";"mestiço"
2745;"africana";"cobalto"
2746;"africana";"sorgo"
2747;"africana";"madeira"
2748;"africana";"tanzânia"
2749;"africana";"seca"
2750;"africana";"brasil"
2751;"africana";"área"
2752;"africana";"agricultura"
2753;"africana";"população"
2754;"efetiva";"temperatura"
2755;"efetiva";"química"
2756;"efetiva";"peso"
2757;"efetiva";"média"
2758;"efetiva";"área"
2759;"efetiva";"energia"
2760;"efetiva";"volume"
2761;"efetiva";"partícula"
2762;"efetiva";"matéria"
2763;"efetiva";"literatura"
2764;"efetiva";"calor"
2765;"efetiva";"superfície"
2766;"efetiva";"sistema"
2767;"efetiva";"frequência"
2768;"população";"nascimento"
2769;"população";"espécie"
2770;"melhoradore";"brasil"
2771;"melhoradore";"sal"
2772;"melhoradore";"água"
2773;"secagem";"líquido"
2774;"secagem";"temperatura"
2775;"secagem";"sólido"
2776;"secagem";"umidade"
2777;"secagem";"célula"
2778;"secagem";"água"
2779;"secagem";"calor"
2780;"secagem";"nitrogênio"
2781;"resíduos";"fez"
2782;"resíduos";"óleo"
2783;"resíduos";"adubo"
2784;"resíduos";"máquina"
2785;"resíduos";"brasil"
2786;"resíduos";"organismo"
2787;"resíduos";"agricultura"
2788;"resíduos";"ph"
2789;"resíduos";"doença"
2790;"resíduos";"compostagem"
2791;"resíduos";"nitrogênio"
2792;"anuais";"parasita"
2793;"anuais";"energia"
2794;"anuais";"alimentação"
2795;"anuais";"célula"
2796;"anuais";"animal"
2797;"anuais";"inseto"
2798;"anuais";"cálcio"
2799;"anuais";"matéria"
2800;"anuais";"espécie"
2801;"anuais";"ovo"
2802;"anuais";"vida"
2803;"anuais";"genética"
2804;"anuais";"organismo"
2805;"anuais";"proteína"
2806;"concentrado";"kg"
2807;"concentrado";"substância"
2808;"concentrado";"volume"
2809;"concentrado";"química"
2810;"calagem";"calcário"
2811;"calagem";"ph"
2812;"calagem";"agricultura"
2813;"calagem";"magnésio"
2814;"calagem";"alumínio"
2815;"calagem";"cálcio"
2816;"calagem";"solo"
2817;"calagem";"embrapa"
2818;"bicheira";"parasita"
2819;"bicheira";"brasil"
2820;"bicheira";"vacina"
2821;"bicheira";"animal"
2822;"bicheira";"médico"
2823;"térmico";"calor"
2824;"bezerro";"pasto"
2825;"bezerro";"embrapa"
2826;"bezerro";"bovino"
2827;"pta";"sal"
2828;"pta";"cobalto"
2829;"pta";"composto orgânico"
2830;"pta";"água"
2831;"invasora";"química"
2832;"invasora";"brasil"
2833;"invasora";"gado"
2834;"invasora";"milho"
2835;"invasora";"espécie"
2836;"invasora";"tanzânia"
2837;"raíze";"fósforo"
2838;"raíze";"árvore"
2839;"raíze";"parasita"
2840;"raíze";"brasil"
2841;"raíze";"gramínea"
2842;"raíze";"célula"
2843;"raíze";"madeira"
2844;"raíze";"minerai"
2845;"raíze";"inflorescência"
2846;"raíze";"semente"
2847;"raíze";"água"
2848;"energia";"temperatura"
2849;"energia";"eficiência"
2850;"energia";"química"
2851;"energia";"brasil"
2852;"energia";"área"
2853;"energia";"banco"
2854;"energia";"energia"
2855;"energia";"planta"
2856;"energia";"volume"
2857;"energia";"fermentação"
2858;"energia";"frequência"
2859;"energia";"partícula"
2860;"energia";"matéria"
2861;"energia";"solo"
2862;"energia";"vida"
2863;"energia";"estrela"
2864;"energia";"calor"
2865;"energia";"sistema"
2866;"energia";"organismo"
2867;"energia";"água"
2868;"baixada";"brasil"
2869;"baixada";"transporte"
2870;"enfermidade";"infecção"
2871;"enfermidade";"sintoma"
2872;"enfermidade";"organismo"
2873;"enfermidade";"inflamação"
2874;"diversas";"pesquisa"
2875;"diversas";"contagem"
2876;"diversas";"indústria"
2877;"diversas";"vacina"
2878;"diversas";"arquitetura"
2879;"diversas";"temperatura"
2880;"diversas";"serviço"
2881;"diversas";"legislação"
2882;"diversas";"solo"
2883;"diversas";"literatura"
2884;"diversas";"cultura"
2885;"diversas";"água"
2886;"diversas";"inverno"
2887;"diversas";"umidade relativa"
2888;"diversas";"transporte"
2889;"diversas";"banco"
2890;"diversas";"mercado"
2891;"diversas";"produção"
2892;"diversas";"brasil"
2893;"diversas";"população"
2894;"diversas";"lotação"
2895;"seca";"irrigação"
2896;"seca";"temperatura"
2897;"seca";"ambiente"
2898;"seca";"semente"
2899;"inseto";"vagina"
2900;"inseto";"fêmea"
2901;"inseto";"mosca"
2902;"inseto";"hormônio"
2903;"inseto";"agricultura"
2904;"inseto";"alimentação"
2905;"inseto";"doença"
2906;"inseto";"macho"
2907;"inseto";"ovo"
2908;"inseto";"espécie"
2909;"inseto";"ovário"
2910;"inseto";"reprodução"
2911;"premunição";"infecção"
2912;"premunição";"antibiótico"
2913;"completa";"dor"
2914;"transmitir";"brasil"
2915;"transmitir";"planta"
2916;"transmitir";"medo"
2917;"transmitir";"plantio"
2918;"transmitir";"técnica"
2919;"transmitir";"literatura"
2920;"medicamento";"brasil"
2921;"medicamento";"antibiótico"
2922;"evitado";"temperatura"
2923;"bovina";"radiação solar"
2924;"bovina";"fêmea"
2925;"bovina";"cavalo"
2926;"bovina";"zebu"
2927;"bovina";"produtividade"
2928;"bovina";"macho"
2929;"bovina";"guzerá"
2930;"bovina";"espécie"
2931;"bovina";"reprodução"
2932;"bovina";"bezerro"
2933;"bovina";"sêman"
2934;"bovina";"elefante"
2935;"bovina";"útero"
2936;"bovina";"bovino"
2937;"bovina";"carne"
2938;"bovina";"animal"
2939;"bovina";"espermatozoide"
2940;"bovina";"leite"
2941;"bovina";"inseminação artificial"
2942;"bovina";"gir"
2943;"bovina";"chifre"
2944;"bovina";"rúman"
2945;"bovina";"brasil"
2946;"bovina";"melhoramento genético"
2947;"bovina";"calor"
2948;"reprodutivos";"fêmea"
2949;"reprodutivos";"mosca"
2950;"reprodutivos";"célula"
2951;"reprodutivos";"macho"
2952;"reprodutivos";"bactéria"
2953;"reprodutivos";"ovo"
2954;"reprodutivos";"espécie"
2955;"reprodutivos";"ovário"
2956;"reprodutivos";"organismo"
2957;"reprodutivos";"alimento"
2958;"reprodutivos";"temperatura"
2959;"reprodutivos";"mãe"
2960;"reprodutivos";"alimentação"
2961;"reprodutivos";"genética"
2962;"reprodutivos";"semente"
2963;"reprodutivos";"animal"
2964;"reprodutivos";"clonagem"
2965;"reprodutivos";"dna"
