,term1,term2,value
30262,exigência, funcionar,1
30263,exigência, hábito,1
30264,exigência, lembrar,1
30265,exigência, magnésio,1
30266,exigência, meio,1
30267,exigência, motivo,1
30268,exigência, novilho,1
30269,exigência, nutriente,1
30270,exigência, ovino,1
30271,exigência, parte,1
30272,exigência, pastagem,1
30273,exigência, químico,1
30274,exigência, risco,1
30275,exigência, rodízio,1
30276,exigência, ruziziensil,1
30277,exigência, suficiente,1
30278,exigência, tropical,1
30279,exigência, vitamina,1
30280,água, abundante,1
30281,água, acessar,1
30282,água, acesso,1
30283,água, adiposo,1
30284,água, adulteração,1
30285,água, adulto,1
30286,água, afetar,1
30287,água, agente,1
30288,água, alcalinidade,1
30289,água, alto,1
30290,água, alumínio,1
30291,água, animais,1
30292,água, aquecedor,1
30293,água, aquífero,1
30294,água, auxiliar,1
30295,água, aveia,1
30296,água, açúcar,1
30297,água, baixo,1
30298,água, banho,1
30299,água, bater,1
30300,água, bebedouro,1
30301,água, bicarbonato,1
30302,água, borrifada,1
30303,água, botijo,1
30304,água, calcário,1
30305,água, caldeira,1
30306,água, calor,1
30307,água, caseiro,1
30308,água, cerca,1
30309,água, chá,1
30310,água, chão,1
30311,água, cloreto,1
30312,água, clínico,1
30313,água, cobertura,1
30314,água, cobrir,1
30315,água, coletora,1
30316,água, colher,1
30317,água, concentrado,1
30318,água, contaminar,1
30319,água, corrente,1
30320,água, crioscopia,1
30321,água, crioscópico,1
30322,água, cultura,1
30323,água, desagradável,1
30324,água, descer,1
30325,água, detergente,1
30326,água, digestivo,1
30327,água, diluição,1
30328,água, doente,1
30329,água, doença,1
30330,água, dose,1
30331,água, eficiente,1
30332,água, elétrico,1
30333,água, encharcamento,1
30334,água, erosão,1
30335,água, espuma,1
30336,água, estação,1
30337,água, estresse,1
30338,água, estrôncio,1
30339,água, excesso,1
30340,água, excreção,1
30341,água, fabricante,1
30342,água, fenação,1
30343,água, fisiológico,1
30344,água, freezer,1
30345,água, fresca,1
30346,água, fresco,1
30347,água, físico,1
30348,água, gramínea,1
30349,água, identificar,1
30350,água, impermeável,1
30351,água, incrustação,1
30352,água, infraestrutura,1
30353,água, lactose,1
30354,água, limpar,1
30355,água, lixiviados,1
30356,água, mamar,1
30357,água, maneira,1
30358,água, manganês,1
30359,água, material,1
30360,água, medicamento,1
30361,água, metal,1
30362,água, microbiológico,1
30363,água, modo,1
30364,água, mole,1
30365,água, morno,1
30366,água, mão,1
30367,água, natural,1
30368,água, obra,1
30369,água, odor,1
30370,água, ovo,1
30371,água, parto,1
30372,água, pasto,1
30373,água, pedra,1
30374,água, pilha,1
30375,água, planta,1
30376,água, portador,1
30377,água, potável,1
30378,água, presença,1
30379,água, principal,1
30380,água, procedimento,1
30381,água, procurar,1
30382,água, proporção,1
30383,água, puro,1
30384,água, quarto,1
30385,água, químico,1
30386,água, raspadeira,1
30387,água, raspagem,1
30388,água, recomendação,1
30389,água, recurso,1
30390,água, regador,1
30391,água, rótulo,1
30392,água, sabão,1
30393,água, segurar,1
30394,água, semiáridar,1
30395,água, semiásper,1
30396,água, solubilizados,1
30397,água, sopa,1
30398,água, suplementar,1
30399,água, tecido,1
30400,água, tenra,1
30401,água, teto,1
30402,água, textura,1
30403,água, tropical,1
30404,água, tubo,1
30405,água, tubulação,1
30406,água, técnico,1
30407,água, térmico,1
30408,água, unidade,1
30409,água, vapor,1
30410,água, vegetal,1
30411,água, verme,1
30412,água, vitamina,1
30413,pasta, alto,1
30414,pasta, animais,1
30415,pasta, arbóreo,1
30416,pasta, arquitetura,1
30417,pasta, associação,1
30418,pasta, bom,1
30419,pasta, braquiária,1
30420,pasta, chorumar,1
30421,pasta, chorume,1
30422,pasta, copa,1
30423,pasta, cultura,1
30424,pasta, eficiente,1
30425,pasta, entrar,1
30426,pasta, esperar,1
30427,pasta, fator,1
30428,pasta, ferir,1
30429,pasta, forrageira,1
30430,pasta, gramínea,1
30431,pasta, hematófago,1
30432,pasta, infestação,1
30433,pasta, leguminoso,1
30434,pasta, luz,1
30435,pasta, medida,1
30436,pasta, morcego,1
30437,pasta, parasita,1
30438,pasta, pasto,1
30439,pasta, pequeno,1
30440,pasta, planta,1
30441,pasta, transmissão,1
30442,pasta, tratamento,1
30443,pasta, tóxico,1
30444,pasta, vampiricida,1
30445,pasta, volumoso,1
30446,excreção, animais,1
30447,excreção, calor,1
30448,excreção, cobre,1
30449,excreção, concentração,1
30450,excreção, estresse,1
30451,excreção, excesso,1
30452,excreção, intoxicação,1
30453,excreção, medida,1
30454,excreção, metabólico,1
30455,excreção, peladeira,1
30456,excreção, quelação,1
30457,excreção, quente,1
30458,excreção, térmico,1
30459,excreção, água,1
30460,molecular, agente,1
30461,molecular, doença,1
30462,molecular, engenharia,1
30463,molecular, gene,1
30464,molecular, grande,1
30465,molecular, material,1
30466,molecular, meio,1
30467,molecular, modo,1
30468,molecular, mutação,1
30469,molecular, nucleotídeo,1
30470,molecular, organismo,1
30471,molecular, pelar,1
30472,molecular, sequenciamento,1
30473,molecular, técnico,1
30607,gordar, anestro,1
30608,gordar, animais,1
30609,gordar, corporal,1
30610,gordar, gordo,1
30611,fresco, frasco,1
30612,fresco, limpo,1
30613,fresco, quente,1
30614,fresco, seco,1
30615,fresco, vaca,1
30616,fresco, água,1
30617,concha, colher,1
30618,concha, frasco,1
30619,concha, ordenha,1
30620,escarificaçãar, armazenamento,1
30621,escarificaçãar, bom,1
30622,escarificaçãar, choque,1
30623,escarificaçãar, dormência,1
30624,escarificaçãar, sementes,1
30625,escarificaçãar, sulfúrico,1
30626,escarificaçãar, térmico,1
30627,escarificaçãar, ácido,1
30628,trocar, animais,1
30629,trocar, fareladar,1
30630,trocar, parte,1
30631,trocar, pelar,1
30632,trocar, rufião,1
30633,cérebro, estimular,1
30634,cérebro, hipófise,1
30635,cérebro, hormônio,1
30636,cérebro, metabolismo,1
30637,cérebro, ovário,1
30638,cérebro, vaca,1
30639,cérebro, órgão,1
30640,secretor, animal,1
30641,secretor, capilar,1
30642,secretor, edema,1
30643,secretor, glândula,1
30644,secretor, grande,1
30645,secretor, novilho,1
30646,secretor, parte,1
30647,secretor, tecer,1
30694,carvão, forragem,1
30695,carvão, grande,1
30696,carvão, madeira,1
30697,carvão, proteína,1
30698,carvão, seca,1
30699,carvão, sombrear,1
30700,carvão, teor,1
30701,purpureum, animal,1
30702,purpureum, bovino,1
30703,purpureum, brizanthar,1
30704,purpureum, decumbem,1
30705,purpureum, elevar,1
30706,purpureum, forrageiro,1
30707,purpureum, forragem,1
30708,purpureum, gayana,1
30709,purpureum, gayanu,1
30710,purpureum, gramínea,1
30711,purpureum, meio,1
30712,purpureum, minutiflora,1
30713,purpureum, pastagem,1
30714,purpureum, pequeno,1
30715,purpureum, ruziziensil,1
30716,purpureum, sphacelatar,1
30717,purpureum, unidade,1
30718,raspadeira, borracha,1
30719,raspadeira, casco,1
30720,raspadeira, concreto,1
30721,raspadeira, confinar,1
30722,raspadeira, desinfetar,1
30723,raspadeira, fervente,1
30724,raspadeira, fácil,1
30725,raspadeira, lavar,1
30726,raspadeira, lâmina,1
30727,raspadeira, madeira,1
30728,raspadeira, manual,1
30729,raspadeira, meio,1
30730,raspadeira, quente,1
30731,raspadeira, rodo,1
30732,raspadeira, seco,1
30733,raspadeira, trator,1
30734,raspadeira, água,1
30735,risco, acasalamento,1
30736,risco, acidente,1
30737,risco, animais,1
30738,risco, antibiótico,1
30739,risco, ataque,1
30740,risco, bezerro,1
30741,risco, bom,1
30742,risco, brachiaria,1
30743,risco, chuva,1
30744,risco, contaminação,1
30745,risco, contrair,1
30746,risco, cupim,1
30747,risco, durabilidade,1
30748,risco, erosão,1
30749,risco, exigência,1
30750,risco, feto,1
30751,risco, formigo,1
30752,risco, forrageira,1
30753,risco, forragem,1
30754,risco, genético,1
30755,risco, gordo,1
30756,risco, hospedeiro,1
30757,risco, indesejável,1
30758,risco, infusão,1
30759,risco, inoculação,1
30760,risco, inseto,1
30761,risco, intoxicação,1
30762,risco, lactação,1
30763,risco, manipulação,1
30764,risco, manual,1
30765,risco, microbiano,1
30766,risco, montar,1
30767,risco, médico,1
30768,risco, obeso,1
30769,risco, oferecer,1
30770,risco, parasita,1
30771,risco, pelar,1
30772,risco, população,1
30773,risco, rebanho,1
30774,risco, resíduo,1
30775,risco, ruziziensil,1
30776,risco, sistema,1
30777,risco, taxa,1
30778,risco, teto,1
30779,risco, tratamento,1
30780,risco, traumatismo,1
30781,risco, utensílio,1
30782,risco, útero,1
30783,escuro, abundante,1
30784,escuro, alto,1
30785,escuro, amarelar,1
30786,escuro, anemia,1
30787,escuro, apetite,1
30788,escuro, arroxear,1
30789,escuro, aviário,1
30790,escuro, base,1
30791,escuro, bermuda,1
30792,escuro, cama,1
30793,escuro, cansaço,1
30794,escuro, chorumar,1
30795,escuro, colher,1
30796,escuro, coloração,1
30797,escuro, compostagem,1
30798,escuro, cordiforme,1
30799,escuro, decomposiçãar,1
30800,escuro, desidratação,1
30801,escuro, estolão,1
30802,escuro, examinar,1
30803,escuro, febre,1
30804,escuro, grosso,1
30805,escuro, haste,1
30806,escuro, hemoglobinúria,1
30807,escuro, icterícia,1
30808,escuro, lançar,1
30809,escuro, lisa,1
30810,escuro, lixão,1
30811,escuro, líquido,1
30812,escuro, mal,1
30813,escuro, mamário,1
30814,escuro, mucoso,1
30815,escuro, nervoso,1
30816,escuro, orgânico,1
30817,escuro, pilha,1
30818,escuro, prostração,1
30819,escuro, quarto,1
30820,escuro, rizoma,1
30821,escuro, sintoma,1
30822,escuro, sintomatologia,1
30823,escuro, suculento,1
30824,escuro, telar,1
30825,gigante, cruzamento,1
30826,gigante, estolão,1
30827,gigante, grosso,1
30828,gigante, haste,1
30829,gigante, híbrido,1
30830,gigante, nlemfuensil,1
30831,gigante, rizoma,1
30832,pútridos, amargo,1
30833,pútridos, bactéria,1
30834,pútridos, lácteo,1
30835,pútridos, odor,1
30836,pútridos, psicrotrófica,1
30837,pútridos, rançoso,1
30838,lactação, acetonemia,1
30839,lactação, aferição,1
30840,lactação, agalactiae,1
30841,lactação, aureu,1
30842,lactação, aveia,1
30843,lactação, azebuadar,1
30844,lactação, bacteriano,1
30845,lactação, baia,1
30846,lactação, baixo,1
30847,lactação, bula,1
30848,lactação, cajan,1
30849,lactação, capim,1
30850,lactação, cerca,1
30851,lactação, chuva,1
30852,lactação, clínico,1
30853,lactação, coler,1
30854,lactação, componente,1
30855,lactação, concentrar,1
30856,lactação, consumir,1
30857,lactação, cortar,1
30858,lactação, cruzar,1
30859,lactação, cuidado,1
30860,lactação, célula,1
30861,lactação, demanda,1
30862,lactação, demorar,1
30863,lactação, densidade,1
30864,lactação, desmamar,1
30865,lactação, distúrbio,1
30866,lactação, eficiente,1
30867,lactação, emagrece,1
30868,lactação, emagreceu,1
30869,lactação, embrião,1
30870,lactação, enfermidade,1
30871,lactação, estação,1
30872,lactação, estreptococo,1
30873,lactação, estresse,1
30874,lactação, excremento,1
30875,lactação, febre,1
30876,lactação, filho,1
30877,lactação, garantir,1
30878,lactação, gordo,1
30879,lactação, grão,1
30880,lactação, guandu,1
30881,lactação, holandês,1
30882,lactação, hormônio,1
30883,lactação, humano,1
30884,lactação, incidência,1
30885,lactação, inflamar,1
30886,lactação, instalação,1
30887,lactação, lactose,1
30888,lactação, lugar,1
30889,lactação, líquido,1
30890,lactação, macroelemento,1
30891,lactação, magra,1
30892,lactação, mamar,1
30893,lactação, maternidade,1
30894,lactação, mau,1
30895,lactação, mensal,1
30896,lactação, mestiço,1
30897,lactação, microbiológico,1
30898,lactação, misturador,1
30899,lactação, motivo,1
30900,lactação, multiflorum,1
30901,lactação, mão,1
30902,lactação, obra,1
30903,lactação, ovariano,1
30904,lactação, parasiticida,1
30905,lactação, pasto,1
30906,lactação, perda,1
30907,lactação, pesagem,1
30908,lactação, potássio,1
30909,lactação, prenhe,1
30910,lactação, puro,1
30911,lactação, pé,1
30912,lactação, queda,1
30913,lactação, quente,1
30914,lactação, ração,1
30915,lactação, recolher,1
30916,lactação, reter,1
30917,lactação, risco,1
30918,lactação, sativa,1
30919,lactação, secretar,1
30920,lactação, sistema,1
30921,lactação, somatotropina,1
30922,lactação, somático,1
30923,lactação, subclínica,1
30924,lactação, substância,1
30925,lactação, subtropical,1
30926,lactação, suficiente,1
30927,lactação, tecido,1
30928,lactação, tecnificação,1
30929,lactação, temperatura,1
30930,lactação, terapia,1
30931,lactação, terço,1
30932,lactação, tostar,1
30933,lactação, tricros,1
30934,lactação, tropical,1
30935,lactação, variação,1
30936,lactação, velho,1
30937,lactação, vermifugação,1
30938,lactação, volumoso,1
30939,lactação, zebu,1
30940,lactação, zootécnico,1
30941,lactação, álcool,1
30942,cirurgia, agudo,1
30943,cirurgia, artificial,1
30944,cirurgia, cauda,1
30945,cirurgia, dor,1
30946,cirurgia, feto,1
30947,cirurgia, gestação,1
30948,cirurgia, humano,1
30949,cirurgia, identificar,1
30950,cirurgia, interferir,1
30951,cirurgia, mãe,1
30952,cirurgia, organismo,1
30953,cirurgia, prolapso,1
30954,molécula, agente,1
30955,molécula, análise,1
30956,molécula, corpo,1
30957,molécula, doença,1
30958,molécula, ferrar,1
30959,molécula, genoma,1
30960,molécula, genotipar,1
30961,molécula, genômica,1
30962,molécula, identificar,1
30963,molécula, molecular,1
30964,molécula, mutação,1
30965,molécula, parte,1
30966,molécula, proteína,1
30967,molécula, sequenciamento,1
30968,molécula, variação,1
30969,tanchagem, animal,1
30970,tanchagem, babosa,1
30971,tanchagem, beladona,1
30972,tanchagem, camomila,1
30973,tanchagem, erva,1
30974,tanchagem, pomada,1
30975,tanchagem, tratamento,1
30976,tanchagem, tóxico,1
30977,mestiço, abate,1
30978,mestiço, acasalamento,1
30979,mestiço, acasalar,1
30980,mestiço, aptidão,1
30981,mestiço, azebuadar,1
30982,mestiço, baixo,1
30983,mestiço, bovino,1
30984,mestiço, certo,1
30985,mestiço, cobertura,1
30986,mestiço, cobrir,1
30987,mestiço, corporal,1
30988,mestiço, cruza,1
30989,mestiço, descer,1
30990,mestiço, desmamar,1
30991,mestiço, ectoparasita,1
30992,mestiço, estimular,1
30993,mestiço, fase,1
30994,mestiço, fenotípico,1
30995,mestiço, filho,1
30996,mestiço, fêmea,1
30997,mestiço, garantir,1
30998,mestiço, gestação,1
30999,mestiço, gir,1
31000,mestiço, gordura,1
31001,mestiço, guzerá,1
31002,mestiço, ingurgitadar,1
31003,mestiço, lactação,1
31004,mestiço, meio,1
31005,mestiço, mineral,1
31006,mestiço, mãe,1
31007,mestiço, natural,1
31008,mestiço, objetivo,1
31009,mestiço, pastejo,1
31010,mestiço, pasto,1
31011,mestiço, pelar,1
31012,mestiço, pequeno,1
31013,mestiço, perda,1
31014,mestiço, perder,1
31015,mestiço, precoce,1
31016,mestiço, presença,1
31017,mestiço, progênie,1
31018,mestiço, resistente,1
31019,mestiço, segregação,1
31020,mestiço, simulação,1
31021,mestiço, teor,1
31022,mestiço, variação,1
31023,mestiço, vitamina,1
31024,mestiço, zebuíno,1
31025,mestiço, zebuínos,1
31026,manipulação, bezerro,1
31027,manipulação, cesariana,1
31028,manipulação, engenharia,1
31029,manipulação, espermatozoide,1
31030,manipulação, espermático,1
31031,manipulação, feto,1
31032,manipulação, fêmea,1
31033,manipulação, genoma,1
31034,manipulação, infecção,1
31035,manipulação, líquido,1
31036,manipulação, macho,1
31037,manipulação, material,1
31038,manipulação, modo,1
31039,manipulação, molecular,1
31040,manipulação, médico,1
31041,manipulação, obstétrico,1
31042,manipulação, organismo,1
31043,manipulação, parto,1
31044,manipulação, pelar,1
31045,manipulação, pequeno,1
31046,manipulação, presença,1
31047,manipulação, risco,1
31048,manipulação, uterino,1
31049,manipulação, útero,1
31050,infectar, agente,1
31051,infectar, animal,1
31052,infectar, bactéria,1
31053,infectar, boca,1
31054,infectar, célula,1
31055,infectar, dedo,1
31056,infectar, doença,1
31057,infectar, entrar,1
31058,infectar, ferimento,1
31059,infectar, glândula,1
31060,infectar, infecçãar,1
31061,infectar, infecção,1
31062,infectar, matar,1
31063,infectar, mucoso,1
31064,infectar, mão,1
31065,infectar, olho,1
31066,infectar, ordenhador,1
31067,infectar, quarto,1
31068,infectar, secreção,1
31069,infectar, somático,1
31070,infectar, unha,1
31071,infectar, vaca,1
31072,divisória, concreto,1
31073,divisória, eucalipto,1
31074,divisória, galvanizar,1
31075,divisória, lei,1
31076,divisória, roliço,1
31077,divisória, régua,1
31078,divisória, serrar,1
31079,divisória, tubo,1
31080,tóxico, acidente,1
31081,tóxico, alcalinidade,1
31082,tóxico, alumínio,1
31083,tóxico, animais,1
31084,tóxico, babosa,1
31085,tóxico, beladona,1
31086,tóxico, bezerro,1
31087,tóxico, biológico,1
31088,tóxico, bom,1
31089,tóxico, calórico,1
31090,tóxico, camomila,1
31091,tóxico, concentração,1
31092,tóxico, consumir,1
31093,tóxico, doença,1
31094,tóxico, doméstico,1
31095,tóxico, efeito,1
31096,tóxico, elevar,1
31097,tóxico, erva,1
31098,tóxico, estresse,1
31099,tóxico, fator,1
31100,tóxico, flúor,1
31101,tóxico, forragem,1
31102,tóxico, fosfato,1
31103,tóxico, fresca,1
31104,tóxico, fósforo,1
31105,tóxico, genético,1
31106,tóxico, gramínea,1
31107,tóxico, grande,1
31108,tóxico, hormônio,1
31109,tóxico, hábitat,1
31110,tóxico, identificar,1
31111,tóxico, inimigo,1
31112,tóxico, inseto,1
31113,tóxico, invasor,1
31114,tóxico, leguminosa,1
31115,tóxico, leguminoso,1
31116,tóxico, limpar,1
31117,tóxico, meio,1
31118,tóxico, modo,1
31119,tóxico, morte,1
31120,tóxico, natural,1
31121,tóxico, nitrogênio,1
31122,tóxico, organismo,1
31123,tóxico, parasitária,1
31124,tóxico, parte,1
31125,tóxico, pomada,1
31126,tóxico, queimada,1
31127,tóxico, seca,1
31128,tóxico, temperatura,1
31129,tóxico, teor,1
31130,tóxico, tratamento,1
31131,tóxico, tristezar,1
31132,tóxico, tumor,1
31133,tóxico, vaca,1
31134,tóxico, volumoso,1
31135,rim, alto,1
31136,rim, energético,1
31137,rim, excesso,1
31138,rim, excretar,1
31139,rim, fígado,1
31140,rim, proteína,1
31141,natalidade, agente,1
31142,natalidade, animais,1
31143,natalidade, animal,1
31144,natalidade, desaleitamento,1
31145,natalidade, doença,1
31146,natalidade, embrião,1
31147,natalidade, grande,1
31148,natalidade, imunoglobulina,1
31149,natalidade, mestiço,1
31150,natalidade, pesar,1
31151,natalidade, pé,1
31152,natalidade, samambaia,1
31153,natalidade, sobrevivência,1
31154,natalidade, suficiente,1
31155,natalidade, taxa,1
31156,natalidade, vaca,1
31157,hipoclorito, benzeno,1
31158,hipoclorito, desinfecção,1
31159,hipoclorito, dodecil,1
31160,hipoclorito, ingrediente,1
31161,hipoclorito, iodofórmio,1
31162,hipoclorito, principal,1
31163,hipoclorito, quaternário,1
31164,hipoclorito, sulfô,1
31165,hipoclorito, teto,1
31166,hipoclorito, ácer,1
31167,cocho, baia,1
31168,cocho, barato,1
31169,cocho, chuva,1
31170,cocho, cobertura,1
31171,cocho, concentrado,1
31172,cocho, cortar,1
31173,cocho, cuidado,1
31174,cocho, encharcamento,1
31175,cocho, estressar,1
31176,cocho, estábulo,1
31177,cocho, face,1
31178,cocho, forragem,1
31179,cocho, fácil,1
31180,cocho, físico,1
31181,cocho, gramínea,1
31182,cocho, inverno,1
31183,cocho, leguminosa,1
31184,cocho, limpo,1
31185,cocho, medida,1
31186,cocho, máximo,1
31187,cocho, orgânico,1
31188,cocho, pastagem,1
31189,cocho, pastejo,1
31190,cocho, principal,1
31191,cocho, proteína,1
31192,cocho, recomendação,1
31193,cocho, ressecamento,1
31194,cocho, sistema,1
31195,cocho, sombrear,1
31196,cocho, strigosa,1
31197,cocho, suplemento,1
31198,cocho, térmico,1
31199,cocho, vaca,1
31200,semiásper, canaleta,1
31201,semiásper, declive,1
31202,semiásper, orgânico,1
31203,semiásper, resíduo,1
31204,semiásper, suficiente,1
31205,semiásper, textura,1
31206,semiásper, água,1
31207,asfalto, argamassa,1
31208,asfalto, bater,1
31209,asfalto, cimento,1
31210,asfalto, concreto,1
31211,asfalto, pedra,1
31212,mosquicida, animais,1
31213,mosquicida, bom,1
31214,mosquicida, brinco,1
31215,mosquicida, bula,1
31216,mosquicida, chuva,1
31217,mosquicida, espécie,1
31218,mosquicida, mosquicidar,1
31219,mosquicida, pelar,1
31220,mosquicida, quente,1
31221,mosquicida, resistente,1
31222,mosquicida, substância,1
31223,mosquicida, veneno,1
31224,cestoide, bovil,1
31225,cestoide, contaminar,1
31226,cestoide, fase,1
31227,cestoide, humano,1
31228,cestoide, intestino,1
31229,cestoide, larval,1
31230,cestoide, parasita,1
31231,cestoide, parasitário,1
31232,cestoide, pastagem,1
31233,cestoide, tênia,1
31234,contaminação, adulto,1
31235,contaminação, afetar,1
31236,contaminação, agente,1
31237,contaminação, agulha,1
31238,contaminação, anaplasmose,1
31239,contaminação, aparelho,1
31240,contaminação, armazenamento,1
31241,contaminação, babesiose,1
31242,contaminação, baixo,1
31243,contaminação, balde,1
31244,contaminação, biológico,1
31245,contaminação, bom,1
31246,contaminação, bovil,1
31247,contaminação, butírico,1
31248,contaminação, cestoide,1
31249,contaminação, cirúrgico,1
31250,contaminação, colônia,1
31251,contaminação, confinar,1
31252,contaminação, derivar,1
31253,contaminação, desinfecção,1
31254,contaminação, desinfetar,1
31255,contaminação, elevar,1
31256,contaminação, enfermidade,1
31257,contaminação, entrar,1
31258,contaminação, estimular,1
31259,contaminação, examinar,1
31260,contaminação, fluido,1
31261,contaminação, freático,1
31262,contaminação, garantir,1
31263,contaminação, glândular,1
31264,contaminação, infecção,1
31265,contaminação, infestação,1
31266,contaminação, inseto,1
31267,contaminação, instalação,1
31268,contaminação, intramamária,1
31269,contaminação, lactente,1
31270,contaminação, latão,1
31271,contaminação, lençol,1
31272,contaminação, lácteo,1
31273,contaminação, mamário,1
31274,contaminação, manual,1
31275,contaminação, material,1
31276,contaminação, meio,1
31277,contaminação, mililitro,1
31278,contaminação, obtenção,1
31279,contaminação, oferecer,1
31280,contaminação, ovo,1
31281,contaminação, pasto,1
31282,contaminação, patógeno,1
31283,contaminação, pelar,1
31284,contaminação, pequeno,1
31285,contaminação, portador,1
31286,contaminação, portadora,1
31287,contaminação, prateleira,1
31288,contaminação, protozoário,1
31289,contaminação, queijo,1
31290,contaminação, raio,1
31291,contaminação, rebanho,1
31292,contaminação, rendimento,1
31293,contaminação, reprodutivo,1
31294,contaminação, resíduo,1
31295,contaminação, risco,1
31296,contaminação, sadio,1
31297,contaminação, saginatar,1
31298,contaminação, sensorial,1
31299,contaminação, silagem,1
31300,contaminação, sintoma,1
31301,contaminação, sol,1
31302,contaminação, solo,1
31303,contaminação, solúvel,1
31304,contaminação, sugador,1
31305,contaminação, tanque,1
31306,contaminação, teta,1
31307,contaminação, tratamento,1
31308,contaminação, vermar,1
31309,contaminação, ácidos,1
31310,contaminação, água,1
31311,descornar, animais,1
31312,descornar, bezerro,1
31313,descornar, cuidado,1
31314,descornar, marcação,1
31315,descornar, teto,1
31316,gostar, sistema,1
31317,camomila, animal,1
31318,camomila, babosa,1
31319,camomila, beladona,1
31320,camomila, erva,1
31321,camomila, pomada,1
31322,camomila, tratamento,1
31323,camomila, tóxico,1
31324,drenar, bom,1
31325,drenar, braquiária,1
31326,drenar, chuva,1
31327,drenar, lateral,1
31328,drenar, nutriente,1
31329,drenar, seco,1
31330,drenar, sol,1
31331,drenar, solo,1
31332,drenar, traseiro,1
31333,drenar, vento,1
31334,drenar, ácidos,1
31335,bovil, afetar,1
31336,bovil, agente,1
31337,bovil, agulha,1
31338,bovil, anaplasmose,1
31339,bovil, babesiose,1
31340,bovil, bactéria,1
31341,bovil, bovina,1
31342,bovil, cavalo,1
31343,bovil, cestoide,1
31344,bovil, cirúrgico,1
31345,bovil, contaminar,1
31346,bovil, enfermidade,1
31347,bovil, erliquiose,1
31348,bovil, fase,1
31349,bovil, infestação,1
31350,bovil, inseto,1
31351,bovil, larval,1
31352,bovil, material,1
31353,bovil, parasitário,1
31354,bovil, protozoário,1
31355,bovil, rebanho,1
31356,bovil, saginatar,1
31357,bovil, sugador,1
31358,inibidor, cru,1
31359,inibidor, fator,1
31360,inibidor, fítico,1
31361,inibidor, grão,1
31362,inibidor, protease,1
31363,inibidor, urease,1
31364,inibidor, ácer,1
31365,injetável, adulto,1
31366,injetável, animal,1
31367,injetável, aspersão,1
31368,injetável, banho,1
31369,injetável, bula,1
31370,injetável, capim,1
31371,injetável, carrapaticida,1
31372,injetável, carrapaticidar,1
31373,injetável, cigarra,1
31374,injetável, concentração,1
31375,injetável, dorso,1
31376,injetável, elevar,1
31377,injetável, inseto,1
31378,injetável, laboratório,1
31379,injetável, pastagem,1
31380,injetável, seivar,1
31381,injetável, sintoma,1
31382,injetável, spray,1
31383,injetável, substância,1
31384,injetável, toxina,1
31385,injetável, ver,1
31386,alimento, abomaso,1
31387,alimento, acasalamento,1
31388,alimento, acetonemia,1
31389,alimento, adulto,1
31390,alimento, afetar,1
31391,alimento, agente,1
31392,alimento, agilidade,1
31393,alimento, agressivo,1
31394,alimento, alto,1
31395,alimento, aminar,1
31396,alimento, aproveitar,1
31397,alimento, armazenamento,1
31398,alimento, auxiliar,1
31399,alimento, ave,1
31400,alimento, balancear,1
31401,alimento, balanço,1
31402,alimento, bovino,1
31403,alimento, butírico,1
31404,alimento, cajan,1
31405,alimento, capim,1
31406,alimento, caprino,1
31407,alimento, caseína,1
31408,alimento, celulase,1
31409,alimento, certo,1
31410,alimento, clorídrico,1
31411,alimento, comercial,1
31412,alimento, concentração,1
31413,alimento, consumidor,1
31414,alimento, consumir,1
31415,alimento, cor,1
31416,alimento, corrente,1
31417,alimento, corrimento,1
31418,alimento, cristalino,1
31419,alimento, cru,1
31420,alimento, cítrico,1
31421,alimento, demandar,1
31422,alimento, deslocamento,1
31423,alimento, digestão,1
31424,alimento, digestível,1
31425,alimento, doente,1
31426,alimento, emagrecer,1
31427,alimento, energético,1
31428,alimento, equino,1
31429,alimento, espécie,1
31430,alimento, estimular,1
31431,alimento, estressar,1
31432,alimento, excesso,1
31433,alimento, ferir,1
31434,alimento, fibra,1
31435,alimento, funcionar,1
31436,alimento, garupa,1
31437,alimento, graxo,1
31438,alimento, guandu,1
31439,alimento, hematófago,1
31440,alimento, holandês,1
31441,alimento, hábito,1
31442,alimento, identificar,1
31443,alimento, inalto,1
31444,alimento, indesejável,1
31445,alimento, infeccioso,1
31446,alimento, infecção,1
31447,alimento, ingurgitadar,1
31448,alimento, insumo,1
31449,alimento, limpo,1
31450,alimento, lote,1
31451,alimento, líquido,1
31452,alimento, magra,1
31453,alimento, magro,1
31454,alimento, maneira,1
31455,alimento, manteiguer,1
31456,alimento, mestiço,1
31457,alimento, metabólico,1
31458,alimento, microbiano,1
31459,alimento, monta,1
31460,alimento, morcego,1
31461,alimento, muco,1
31462,alimento, multiflorum,1
31463,alimento, mão,1
31464,alimento, nitrogênio,1
31465,alimento, novilho,1
31466,alimento, obesidade,1
31467,alimento, obeso,1
31468,alimento, obra,1
31469,alimento, ovino,1
31470,alimento, parasita,1
31471,alimento, parede,1
31472,alimento, parte,1
31473,alimento, partícula,1
31474,alimento, pasta,1
31475,alimento, pastejo,1
31476,alimento, pelagem,1
31477,alimento, pepsina,1
31478,alimento, picar,1
31479,alimento, população,1
31480,alimento, portador,1
31481,alimento, precoce,1
31482,alimento, proteico,1
31483,alimento, raça,1
31484,alimento, reprodutivo,1
31485,alimento, rodízio,1
31486,alimento, rotativo,1
31487,alimento, ruminal,1
31488,alimento, sanguíneo,1
31489,alimento, sativa,1
