term1,term2,value
recomendação, tóxico,1
recomendação, uterino,1
recomendação, vaca,12
recomendação, vacar,1
recomendação, vacina,1
recomendação, vacinação,1
recomendação, vedação,1
recomendação, velho,1
recomendação, veneno,1
recomendação, via,1
recomendação, vitamina,2
recomendação, volumoso,3
recomendação, zebuína,1
recomendação, ácidos,1
recomendação, água,5
recomendação, árvore,2
recomendação, úmido,1
recomendação, útero,1
pasto, acesso,1
pasto, agrotóxico,1
pasto, alimento,3
pasto, alto,3
pasto, amônio,1
pasto, animais,2
pasto, animal,19
pasto, aproveitamento,1
pasto, aptidão,1
pasto, aquilinum,1
pasto, arbóreo,1
pasto, arquitetura,1
pasto, associação,1
pasto, ataque,1
pasto, baia,1
pasto, baixo,5
pasto, bezerro,4
pasto, biológico,1
pasto, bom,9
pasto, bovino,1
pasto, braquiária,1
pasto, capim,2
pasto, carga,1
pasto, cavalo,1
pasto, certo,1
pasto, chorumar,1
pasto, chorume,1
pasto, cigarra,3
pasto, cigarrinhar,2
pasto, cloreto,1
pasto, clorótico,1
pasto, cobrir,3
pasto, cocho,2
pasto, combate,1
pasto, concentrado,2
pasto, concentrar,3
pasto, confinar,1
pasto, contaminar,1
pasto, copa,1
pasto, cruzamento,2
pasto, cuidado,1
pasto, cultura,1
pasto, demandar,1
pasto, desfolha,1
pasto, desinfetar,1
pasto, deslocamento,1
pasto, desmamar,1
pasto, desmame,1
pasto, doente,1
pasto, doença,1
pasto, efeito,3
pasto, eficiente,1
pasto, elevar,1
pasto, entrada,1
pasto, entrar,4
pasto, equino,2
pasto, esperar,1
pasto, espécie,8
pasto, estaçãar,1
pasto, estria,1
pasto, fase,1
pasto, fator,3
pasto, fertilização,1
pasto, financeiro,1
pasto, floração,1
pasto, forrageira,5
pasto, forragem,3
pasto, fêmea,1
pasto, fêmeo,1
pasto, fósforo,1
pasto, gestante,1
pasto, gestação,1
pasto, gramínea,4
pasto, grande,12
pasto, heterose,1
pasto, infestação,1
pasto, inflorescência,1
pasto, inimigo,1
pasto, inseto,1
pasto, instalação,3
pasto, invasor,1
pasto, inverno,1
pasto, lactação,1
pasto, lactente,2
pasto, leguminoso,2
pasto, limpo,2
pasto, luz,1
pasto, macega,2
pasto, maneira,1
pasto, material,1
pasto, maternidade,1
pasto, maximização,1
pasto, medida,2
pasto, mestiço,1
pasto, mineral,3
pasto, mineralizar,1
pasto, modo,1
pasto, mão,1
pasto, médio,3
pasto, método,1
pasto, natural,3
pasto, novilha,1
pasto, novilho,3
pasto, nutricional,1
pasto, nutriente,1
pasto, nutritivo,2
pasto, objetivo,1
pasto, obra,1
pasto, ordenha,2
pasto, parasita,1
pasto, parte,1
pasto, parto,1
pasto, pastagem,10
pasto, pastejo,5
pasto, patologia,1
pasto, pelar,1
pasto, pequeno,5
pasto, perder,1
pasto, perfilhamento,1
pasto, picada,1
pasto, piquete,4
pasto, planejamento,1
pasto, planta,3
pasto, plantar,1
pasto, potável,1
pasto, principal,2
pasto, proliferação,1
pasto, queda,1
pasto, queimar,1
pasto, radicular,1
pasto, raça,1
pasto, rebanho,1
pasto, recomendação,1
pasto, reprodutivo,1
pasto, resistente,1
pasto, ressecamento,1
pasto, ressemeadura,2
pasto, rotacionar,1
pasto, rotativo,1
pasto, rótulo,1
pasto, sadio,1
pasto, samambaia,3
pasto, sanitário,1
pasto, seca,4
pasto, seco,3
pasto, semente,1
pasto, silagem,4
pasto, sintoma,2
pasto, sistema,5
pasto, solo,3
pasto, superfosfato,1
pasto, superpastejo,1
pasto, suplementar,4
pasto, suplemento,2
pasto, série,1
pasto, transmissão,1
pasto, tratamento,1
pasto, tubulação,1
pasto, técnico,1
pasto, tóxico,1
pasto, vaca,9
pasto, vacar,1
pasto, variação,1
pasto, vedação,3
pasto, volumoso,5
pasto, zebuíno,1
pasto, água,1
entomopatogênico, aranha,1
entomopatogênico, ave,1
entomopatogênico, bosque,1
entomopatogênico, braquiaro,1
entomopatogênico, capim,1
entomopatogênico, capoeira,1
entomopatogênico, fungo,1
entomopatogênico, grande,1
entomopatogênico, inimigo,1
entomopatogênico, medida,1
entomopatogênico, natural,2
entomopatogênico, pastagem,1
entomopatogênico, praga,1
entomopatogênico, presença,1
entomopatogênico, pássaro,1
entomopatogênico, resistente,1
lactose, agente,1
lactose, albumina,2
lactose, aminar,1
lactose, açúcar,1
lactose, bactéria,1
lactose, bezerro,1
lactose, calor,1
lactose, caseína,4
lactose, colher,1
lactose, coliforme,1
lactose, componentes,1
lactose, creme,1
lactose, célula,2
lactose, estufamento,1
lactose, fermentação,1
lactose, fígado,1
lactose, fósforo,2
lactose, globulina,2
lactose, glândular,1
lactose, gordura,8
lactose, grande,1
lactose, gás,2
lactose, inflamatório,1
lactose, lactação,1
lactose, mamar,1
lactose, mamário,1
lactose, manteiga,1
lactose, medida,1
lactose, mineral,2
lactose, músculo,1
lactose, ordenha,1
lactose, parto,1
lactose, pequeno,1
lactose, perder,1
lactose, pesagem,1
lactose, proteína,7
lactose, queijo,1
lactose, reação,1
lactose, secretar,1
lactose, teor,6
lactose, vaca,3
lactose, vitamina,2
lactose, água,1
erosãar, bom,1
erosãar, cobrir,1
erosãar, forrageira,1
erosãar, garantir,1
erosãar, invasor,1
erosãar, planta,2
erosãar, populaçãar,1
erosãar, solo,1
exigência, alimento,2
exigência, alto,2
exigência, animais,1
exigência, animal,9
exigência, análise,2
exigência, ave,1
exigência, baixo,1
exigência, bezerro,2
exigência, bom,1
exigência, bovino,1
exigência, brachiaria,2
exigência, braquiara,1
exigência, calagem,1
exigência, caprino,1
exigência, consumidor,1
exigência, decumbens,1
exigência, demandar,1
exigência, equino,1
exigência, espécie,5
exigência, fertilizante,1
exigência, forrageira,7
exigência, funcionar,1
exigência, gramínea,2
exigência, grande,2
exigência, hábito,1
exigência, lactação,5
exigência, lembrar,1
exigência, magnésio,1
exigência, meio,1
exigência, mineral,2
exigência, motivo,1
exigência, novilho,1
exigência, nutricional,6
exigência, nutriente,1
exigência, ovino,1
exigência, parte,1
exigência, pastagem,1
exigência, pastejo,4
exigência, pequeno,2
exigência, proteína,3
exigência, químico,1
exigência, risco,1
exigência, rodízio,1
exigência, ruziziensil,1
exigência, solo,3
exigência, suficiente,1
exigência, tropical,1
exigência, vaca,6
exigência, vitamina,1
exigência, água,2
água, abundante,1
água, acessar,1
água, acesso,1
água, adiposo,1
água, adulteração,1
água, adulto,1
água, afetar,1
água, agente,1
água, alcalinidade,1
água, alimento,4
água, alto,1
água, alumínio,1
água, animais,1
água, animal,13
água, aproveitamento,2
água, aquecedor,1
água, aquífero,1
água, ar,2
água, auxiliar,1
água, aveia,1
água, açúcar,1
água, baixo,1
água, banho,1
água, bater,1
água, bebedouro,1
água, bezerro,3
água, bicarbonato,1
água, bom,7
água, borrifada,1
água, botijo,1
água, bovino,3
água, calcário,1
água, caldeira,1
água, calor,1
água, canaleta,2
água, carbonato,2
água, caseiro,1
água, cerca,1
água, chuva,4
água, chá,1
água, chão,1
água, cloreto,1
água, clínico,1
água, cobertura,1
água, cobrir,1
água, cocho,2
água, coletora,1
água, colher,1
água, concentrado,1
água, concentrar,7
água, concentração,5
água, consumir,3
água, contaminar,1
água, corporal,3
água, corrente,1
água, crioscopia,1
água, crioscópico,1
água, cultura,1
água, declive,2
água, desagradável,1
água, descer,1
água, detergente,1
água, dieta,2
água, digestivo,1
água, diluir,5
água, diluição,1
água, doente,1
água, doença,1
água, dose,1
água, eficiente,1
água, elevar,2
água, elétrico,1
água, encharcamento,1
água, erosão,1
água, espuma,1
água, estação,1
água, esterco,2
água, estresse,1
água, estrôncio,1
água, excesso,1
água, excreção,1
água, exigência,2
água, fabricante,1
água, fator,3
água, fenação,1
água, fervente,2
água, fisiológico,1
água, fluxo,2
água, forragem,4
água, freezer,1
água, fresca,1
água, fresco,1
água, físico,1
água, garantir,2
água, gordura,2
água, gramínea,1
água, grande,5
água, humano,2
água, identificar,1
água, impermeável,1
água, incrustação,1
água, infraestrutura,1
água, instalação,2
água, irrigação,2
água, lactação,4
água, lactose,1
água, lavar,2
água, leiteiro,4
água, limpar,1
água, limpo,3
água, lixiviados,1
água, magnésio,2
água, mamar,1
água, maneira,1
água, manganês,1
água, material,1
água, medicamento,1
água, medida,2
água, meio,4
água, metal,1
água, microbiológico,1
água, mineral,10
água, modo,1
água, mole,1
água, morno,1
água, máximo,2
água, mão,1
água, natural,1
água, nutriente,2
água, obra,1
água, odor,1
água, oferecer,2
água, ordenha,4
água, orgânico,2
água, ovo,1
água, parte,2
água, parto,1
água, pastagem,4
água, pasto,1
água, pedra,1
água, pelar,4
água, pequeno,4
água, perder,3
água, pico,3
água, pilha,1
água, planta,1
água, portador,1
água, potável,1
água, presença,1
água, pressão,2
água, principal,1
água, procedimento,1
água, procurar,1
água, proporção,1
água, proteína,2
água, puro,1
água, quarto,1
água, quente,3
água, químico,1
água, raspadeira,1
água, raspagem,1
água, raça,2
água, rebanho,2
água, recomendação,1
água, recurso,1
água, regador,1
água, resíduo,3
água, rótulo,1
água, sabão,1
água, salinidade,4
água, salobrar,4
água, seca,2
água, seco,2
água, segurar,1
água, semiáridar,1
água, semiásper,1
água, silagem,3
água, silo,2
água, sistema,3
água, solo,3
água, solubilizados,1
água, sopa,1
água, subterrâneo,3
água, suficiente,3
água, suplementar,1
água, tecido,1
água, temperatura,6
água, tenra,1
água, teor,4
água, teto,1
água, textura,1
água, tropical,1
água, tubo,1
água, tubulação,1
água, técnico,1
água, térmico,1
água, tóxico,2
água, unidade,1
água, vaca,13
água, vapor,1
água, vegetal,1
água, verme,1
água, vermifugação,2
água, vitamina,1
água, volumoso,6
água, íom,2
pasta, alto,1
pasta, animais,1
pasta, animal,3
pasta, arbóreo,1
pasta, arquitetura,1
pasta, associação,1
pasta, bom,1
pasta, braquiária,1
pasta, chorumar,1
pasta, chorume,1
pasta, copa,1
pasta, cultura,1
pasta, eficiente,1
pasta, entrar,1
pasta, esperar,1
pasta, espécie,4
pasta, fator,1
pasta, ferir,1
pasta, forrageira,1
pasta, gramínea,1
pasta, grande,2
pasta, hematófago,1
pasta, infestação,1
pasta, leguminoso,1
pasta, luz,1
pasta, medida,1
pasta, morcego,1
pasta, parasita,1
pasta, pastagem,2
pasta, pasto,1
pasta, pequeno,1
pasta, planta,1
pasta, samambaia,2
pasta, transmissão,1
pasta, tratamento,1
pasta, tóxico,1
pasta, vampiricida,1
pasta, volumoso,1
excreção, animais,1
excreção, calor,1
excreção, cobre,1
excreção, concentração,1
excreção, enxofre,2
excreção, estresse,1
excreção, excesso,1
excreção, intoxicação,1
excreção, medida,1
excreção, metabólico,1
excreção, peladeira,1
excreção, quelação,1
excreção, quente,1
excreção, térmico,1
excreção, água,1
molecular, agente,1
molecular, base,3
molecular, bovino,2
molecular, doença,1
molecular, engenharia,1
molecular, gene,1
molecular, genoma,3
molecular, genético,3
molecular, grande,1
molecular, material,1
molecular, meio,1
molecular, modo,1
molecular, molécular,2
molecular, mutação,1
molecular, nucleotídeo,1
molecular, organismo,1
molecular, pelar,1
molecular, sequenciamento,1
molecular, técnico,1
fresca, alcalinidade,1
fresca, baixo,1
fresca, frasco,1
fresca, fresco,4
fresca, limpar,1
fresca, limpo,1
fresca, quente,1
fresca, seco,1
fresca, tóxico,1
fresca, vaca,1
fresca, água,2
espécies, abdômen,1
espécies, adubar,1
espécies, adulto,3
espécies, agente,3
espécies, agressivo,2
espécies, alta,1
espécies, alto,7
espécies, animais,7
espécies, animal,24
espécies, antibiose,1
espécies, antixenose,1
espécies, análise,1
espécies, ar,1
espécies, arborizar,1
espécies, arborização,1
espécies, arbóreo,3
espécies, arquitetura,2
espécies, arraçoamento,1
espécies, associação,6
espécies, ataque,3
espécies, aveia,1
espécies, babosa,1
espécies, baixo,2
espécies, beladona,1
espécies, berne,2
espécies, bicheira,1
espécies, biológico,1
espécies, bom,17
espécies, bovino,2
espécies, brachiaria,6
espécies, braquiária,6
espécies, brasilense,1
espécies, brizanthar,2
espécies, cajan,1
espécies, camomila,1
espécies, capim,2
espécies, capitata,1
espécies, captura,1
espécies, carga,2
espécies, cerca,2
espécies, chuva,2
espécies, cigarra,5
espécies, cisticercose,1
espécies, clorótico,1
espécies, cobertura,2
espécies, cobrir,1
espécies, coccidiose,1
espécies, combate,2
espécies, contagioso,1
espécies, contaminar,1
espécies, copa,2
espécies, cortar,1
espécies, couro,1
espécies, cromossomo,3
espécies, cultura,4
espécies, cópula,1
espécies, decumbem,2
espécies, densidade,1
espécies, dieta,1
espécies, diferem,1
espécies, doença,4
espécies, doméstico,3
espécies, efeito,1
espécies, eimeriose,1
espécies, elevar,3
espécies, enfermidade,1
espécies, entrada,1
espécies, entrar,1
espécies, equino,2
espécies, erosão,1
espécies, erva,1
espécies, espécie,106
espécies, estilosante,2
espécies, estimular,1
espécies, estresse,1
espécies, estria,1
espécies, eucalipto,1
espécies, exigência,4
espécies, fasciolose,1
espécies, fator,7
espécies, fatores,1
espécies, feijão,1
espécies, fenação,1
espécies, fermentação,1
espécies, fertilização,1
espécies, forrageira,30
espécies, forrageiro,8
espécies, forragem,11
espécies, fígado,1
espécies, físico,1
espécies, garantir,1
espécies, gene,2
espécies, genoma,1
espécies, genético,3
espécies, germinação,1
espécies, gramínea,9
espécies, grande,8
espécies, grão,1
espécies, guandu,1
espécies, guianesil,1
espécies, gênerar,1
espécies, gênero,1
espécies, hectare,1
espécies, helminto,1
espécies, hereditário,1
espécies, hominivorax,1
espécies, humano,2
espécies, identificar,1
espécies, inseto,4
espécies, integração,1
espécies, invasor,2
espécies, inverno,2
espécies, irrigação,2
espécies, laboratório,1
espécies, lactação,4
espécies, larva,2
espécies, leguminoso,5
espécies, lento,1
espécies, luminosidade,3
espécies, luz,1
espécies, macrocephala,1
espécies, maneira,1
espécies, material,1
espécies, maturação,1
espécies, mecanismo,1
espécies, medida,1
espécies, mitocondrial,1
espécies, miíase,1
espécies, modo,1
espécies, morcego,1
espécies, mosca,5
espécies, mosquicida,1
espécies, motivo,1
espécies, multiflorum,1
espécies, máximo,1
espécies, médio,1
espécies, método,1
espécies, natural,1
espécies, naturalizar,3
espécies, ninfa,1
espécies, nitrogênio,1
espécies, nuclear,1
espécies, nutricional,3
espécies, nutritivo,3
espécies, objetivo,2
espécies, organismo,3
espécies, ovino,1
espécies, ovo,2
espécies, palatabilidade,1
espécies, panicum,4
espécies, parasitose,1
espécies, pastagem,27
espécies, pastejo,8
espécies, pasto,5
espécies, pequeno,2
espécies, picada,1
espécies, planta,11
espécies, plantar,4
espécies, plantio,3
espécies, pomada,1
espécies, praga,1
espécies, principal,1
espécies, procurar,1
espécies, proliferação,1
espécies, proteína,3
espécies, pubescem,1
espécies, quente,1
espécies, químico,1
espécies, rasteiro,1
espécies, reflexo,1
espécies, reincidência,1
espécies, ressecamento,1
espécies, ressemeadura,1
espécies, rotativo,1
espécies, ruziziensil,2
espécies, sapé,2
espécies, sativa,1
espécies, seca,2
espécies, secar,1
espécies, seco,1
espécies, semente,1
espécies, silagem,2
espécies, sistema,1
espécies, solo,19
espécies, sphacelatar,1
espécies, suficiente,1
espécies, superpastejo,3
espécies, série,1
espécies, tanchagem,2
espécies, tecido,1
espécies, temperatura,2
espécies, topografia,2
espécies, toxicidade,1
espécies, transgênico,1
espécies, transmissão,2
espécies, tratamento,1
espécies, tropical,6
espécies, técnico,3
espécies, tóxico,1
espécies, vaca,4
espécies, variação,1
espécies, vegetal,3
espécies, vegetativo,1
espécies, vermar,1
espécies, verme,2
espécies, vermífugo,1
espécies, vetor,1
espécies, árvore,2
gordar, anestro,1
gordar, animais,1
gordar, animal,2
gordar, bom,2
gordar, corporal,1
gordar, gordo,1
gordar, magro,2
fresco, frasco,1
fresco, limpo,1
fresco, quente,1
fresco, seco,1
fresco, vaca,1
fresco, água,1
concha, colher,1
concha, frasco,1
concha, ordenha,1
escarificaçãar, armazenamento,1
escarificaçãar, bom,1
escarificaçãar, choque,1
escarificaçãar, dormência,1
escarificaçãar, sementes,1
escarificaçãar, sulfúrico,1
escarificaçãar, térmico,1
escarificaçãar, ácido,1
trocar, animais,1
trocar, cama,2
trocar, fareladar,1
trocar, parte,1
trocar, pelar,1
trocar, ração,2
trocar, rufião,1
cérebro, estimular,1
cérebro, hipófise,1
cérebro, hormônio,1
cérebro, metabolismo,1
cérebro, ovário,1
cérebro, vaca,1
cérebro, órgão,1
secretor, animal,1
secretor, capilar,1
secretor, edema,1
secretor, glândula,1
secretor, grande,1
secretor, novilho,1
secretor, parte,1
secretor, tecer,1
ração, aditivo,2
ração, adocicar,1
ração, alto,1
ração, animais,1
ração, animal,3
ração, armazenamento,1
ração, balancear,1
ração, base,1
ração, bezerro,4
ração, bicarbonato,1
ração, bom,1
ração, calcário,2
ração, comer,1
ração, concentrado,2
ração, concentrar,8
ração, concentração,1
ração, densidade,1
ração, dieta,1
ração, digestível,1
ração, elevar,1
ração, energético,1
ração, excesso,1
ração, fareladar,1
ração, fator,1
ração, fibra,1
ração, fisiológico,1
ração, funcionar,1
ração, físico,1
ração, garantir,1
ração, gestante,1
ração, glândula,1
ração, gordura,1
ração, grande,1
ração, inflamação,1
ração, ingrediente,3
ração, interferir,1
ração, lactação,1
ração, leiteiro,2
ração, magra,1
ração, mamário,1
ração, mineral,1
ração, modo,1
ração, nitrogênio,1
ração, nutriente,3
ração, núcleo,1
ração, ordenha,1
ração, parto,1
ração, pelar,2
ração, preparar,1
ração, proteico,1
ração, proteína,3
ração, raça,1
ração, rebanho,1
ração, tamponante,1
ração, temperatura,1
ração, trocar,1
ração, vaca,7
ração, volumoso,1
carvão, forragem,1
carvão, grande,1
carvão, madeira,1
carvão, proteína,1
carvão, seca,1
carvão, sombrear,1
carvão, teor,1
purpureum, animal,1
purpureum, bovino,1
purpureum, brachiaria,3
purpureum, brizanthar,1
purpureum, dactylon,2
purpureum, decumbem,1
purpureum, elevar,1
purpureum, forrageira,2
purpureum, forrageiro,1
purpureum, forragem,1
purpureum, gayana,1
purpureum, gayanu,1
purpureum, gramínea,1
purpureum, meio,1
purpureum, minutiflora,1
purpureum, nlemfuensis,2
purpureum, panicum,3
purpureum, pastagem,1
purpureum, pequeno,1
purpureum, ruziziensil,1
purpureum, sphacelatar,1
purpureum, tropical,2
purpureum, unidade,1
raspadeira, borracha,1
raspadeira, casco,1
raspadeira, concreto,1
raspadeira, confinar,1
raspadeira, desinfetar,1
raspadeira, esterco,2
raspadeira, fervente,1
raspadeira, fácil,1
raspadeira, lavar,1
raspadeira, lâmina,1
raspadeira, madeira,1
raspadeira, manual,1
raspadeira, meio,1
raspadeira, quente,1
raspadeira, raspar,3
raspadeira, rodo,1
raspadeira, seco,1
raspadeira, trator,1
raspadeira, água,1
risco, acasalamento,1
risco, acidente,1
risco, agente,2
risco, animais,1
risco, animal,2
risco, antibiótico,1
risco, ataque,1
risco, bezerro,1
risco, bom,1
risco, brachiaria,1
risco, chuva,1
risco, contaminação,1
risco, contrair,1
risco, cupim,1
risco, doença,3
risco, durabilidade,1
risco, erosão,1
risco, exigência,1
risco, feto,1
risco, formigo,1
risco, forrageira,1
risco, forragem,1
risco, genético,1
risco, gordo,1
risco, grande,4
risco, hospedeiro,1
risco, indesejável,1
risco, infecção,4
risco, infusão,1
risco, inoculação,1
risco, inseto,1
risco, intoxicação,1
risco, lactação,1
risco, lesão,2
risco, manipulação,1
risco, manual,1
risco, material,2
risco, medida,2
risco, microbiano,1
risco, montar,1
risco, médico,1
risco, novilho,2
risco, obeso,1
risco, oferecer,1
risco, ordenha,2
risco, parasita,1
risco, parto,2
risco, pastagem,3
risco, pelar,1
risco, pequeno,5
risco, planta,2
risco, população,1
risco, rebanhar,2
risco, rebanho,1
risco, resíduo,1
risco, ruziziensil,1
risco, seco,2
risco, sistema,1
risco, taxa,1
risco, teto,1
risco, tratamento,1
risco, traumatismo,1
risco, tóxico,2
risco, utensílio,1
risco, uterino,2
risco, vaca,8
risco, útero,1
escuro, abundante,1
escuro, alto,1
escuro, amarelar,1
escuro, anemia,1
escuro, apetite,1
escuro, arroxear,1
escuro, aviário,1
escuro, base,1
escuro, bermuda,1
escuro, cama,1
escuro, cansaço,1
escuro, chorumar,1
escuro, colher,1
escuro, coloração,1
escuro, compostagem,1
escuro, cor,2
escuro, cordiforme,1
escuro, decomposiçãar,1
escuro, desidratação,1
escuro, estolão,1
escuro, examinar,1
escuro, febre,1
escuro, grosso,1
escuro, haste,1
escuro, hemoglobinúria,1
escuro, icterícia,1
escuro, lançar,1
escuro, lisa,1
escuro, lixão,1
escuro, líquido,1
escuro, mal,1
escuro, mamário,1
escuro, mucoso,1
escuro, nervoso,1
escuro, orgânico,1
escuro, pequeno,2
escuro, pilha,1
escuro, prostração,1
escuro, quarto,1
escuro, rizoma,1
escuro, sintoma,1
escuro, sintomatologia,1
escuro, suculento,1
escuro, telar,1
gigante, cruzamento,1
gigante, estolão,1
gigante, grosso,1
gigante, haste,1
gigante, híbrido,1
gigante, nlemfuensil,1
gigante, rizoma,1
pútridos, amargo,1
pútridos, bactéria,1
pútridos, lácteo,1
pútridos, odor,1
pútridos, psicrotrófica,1
pútridos, rançoso,1
pútridos, sabor,2
lactação, acetonemia,1
lactação, aferição,1
lactação, afetar,2
lactação, agalactiae,1
lactação, alimento,4
lactação, alta,4
lactação, alto,5
lactação, animais,2
lactação, animal,12
lactação, antibiótico,2
lactação, artificial,3
lactação, aureu,1
lactação, aveia,1
lactação, azebuadar,1
lactação, bacteriano,1
lactação, baia,1
lactação, baixo,1
lactação, balancear,2
lactação, balanço,4
lactação, base,2
lactação, bezerro,8
lactação, bom,9
lactação, brachiaria,2
lactação, bula,1
lactação, cabeça,2
lactação, cajan,1
lactação, capim,1
lactação, cerca,1
lactação, chuva,1
lactação, clínico,1
lactação, coler,1
lactação, coliforme,2
lactação, componente,1
lactação, concentrado,4
lactação, concentrar,1
lactação, concentração,2
lactação, consumir,1
lactação, corporal,14
lactação, cortar,1
lactação, cruzar,1
lactação, cuidado,1
lactação, célula,1
lactação, demanda,1
lactação, demorar,1
lactação, densidade,1
lactação, descartar,4
lactação, desmamar,1
lactação, dieta,10
lactação, distúrbio,1
lactação, doença,3
lactação, eficiente,1
lactação, emagrece,1
lactação, emagreceu,1
lactação, embrião,1
lactação, energético,7
lactação, enfermidade,1
lactação, espécie,4
lactação, estação,1
lactação, estreptococo,1
lactação, estresse,1
lactação, excesso,2
lactação, excremento,1
lactação, exigência,4
lactação, fase,12
lactação, fator,3
lactação, febre,1
lactação, feto,2
lactação, filho,1
lactação, fisiológico,2
lactação, forrageira,5
lactação, forragem,3
lactação, fêmea,3
lactação, garantir,1
lactação, genético,2
lactação, gestante,3
lactação, gestação,3
lactação, glândular,3
lactação, gordo,1
lactação, gordura,3
lactação, grande,9
lactação, grão,1
lactação, guandu,1
lactação, holandês,1
lactação, hormônio,1
lactação, humano,1
lactação, incidência,1
lactação, infecção,2
lactação, inflamar,1
lactação, ingrediente,2
lactação, instalação,1
lactação, interferir,2
lactação, inverno,2
lactação, lactente,2
lactação, lactose,1
lactação, leiteiro,6
lactação, lembrar,2
lactação, lote,3
lactação, lugar,1
lactação, líquida,2
lactação, líquido,1
lactação, macroelemento,1
lactação, magra,1
lactação, mamar,1
lactação, mamário,6
lactação, maternidade,1
lactação, mau,1
lactação, medicamento,2
lactação, medir,2
lactação, mensal,1
lactação, mestiço,1
lactação, metabólico,3
lactação, microbiológico,1
lactação, mineral,5
lactação, misturador,1
lactação, motivo,1
lactação, multiflorum,1
lactação, mão,1
lactação, médio,4
lactação, novilha,2
lactação, novilho,3
lactação, nutricional,2
lactação, nutriente,2
lactação, obra,1
lactação, ordenha,2
lactação, organismo,2
lactação, ovariano,1
lactação, parasiticida,1
lactação, parto,19
lactação, pastagem,4
lactação, pastejo,2
lactação, pasto,1
lactação, pequeno,8
lactação, perda,1
lactação, perder,3
lactação, pesagem,1
lactação, potássio,1
lactação, prenhe,1
lactação, prever,2
lactação, proteína,10
lactação, puro,1
lactação, pé,1
lactação, quarto,2
lactação, queda,1
lactação, quente,1
lactação, químico,2
lactação, raça,4
lactação, ração,1
lactação, rebanhar,2
lactação, rebanho,7
lactação, recolher,1
lactação, reprodutivo,2
lactação, resíduo,2
lactação, reter,1
lactação, risco,1
lactação, ruziziensil,2
lactação, sativa,1
lactação, seca,5
lactação, secar,3
lactação, seco,12
lactação, secretar,1
lactação, sistema,1
lactação, somatotropina,1
lactação, somático,1
lactação, subclínica,1
lactação, substância,1
lactação, subtropical,1
lactação, suficiente,1
lactação, taxa,4
lactação, tecido,1
lactação, tecnificação,1
lactação, temperatura,1
lactação, teor,2
lactação, terapia,1
lactação, terço,1
lactação, tostar,1
lactação, tratamento,3
lactação, tricros,1
lactação, tropical,1
lactação, vaca,118
lactação, vacar,6
lactação, variação,1
lactação, velho,1
lactação, vermifugação,1
lactação, volumoso,1
lactação, zebu,1
lactação, zootécnico,1
lactação, água,5
lactação, álcool,1
cirurgia, agudo,1
cirurgia, animal,2
cirurgia, artificial,1
cirurgia, cauda,1
cirurgia, dor,1
cirurgia, feto,1
cirurgia, gestação,1
cirurgia, humano,1
cirurgia, identificar,1
cirurgia, interferir,1
cirurgia, mãe,1
cirurgia, organismo,1
cirurgia, prolapso,1
molécula, agente,1
molécula, análise,1
molécula, base,3
molécula, bovino,2
molécula, corpo,1
molécula, doença,1
molécula, ferrar,1
molécula, genoma,1
molécula, genotipar,1
molécula, genômica,1
molécula, grande,2
molécula, identificar,1
molécula, molecular,1
molécula, molécular,4
molécula, mutação,1
molécula, parte,1
molécula, proteína,1
molécula, sequenciamento,1
molécula, variação,1
tanchagem, animal,1
tanchagem, babosa,1
tanchagem, beladona,1
tanchagem, camomila,1
tanchagem, erva,1
tanchagem, espécie,2
tanchagem, pomada,1
tanchagem, tratamento,1
tanchagem, tóxico,1
mestiço, abate,1
mestiço, acasalamento,1
mestiço, acasalar,1
mestiço, animais,5
mestiço, animal,5
mestiço, aptidão,1
mestiço, azebuadar,1
mestiço, baixo,1
mestiço, bezerro,7
mestiço, bom,5
mestiço, bovino,1
mestiço, certo,1
mestiço, cobertura,1
mestiço, cobrir,1
mestiço, corporal,1
mestiço, cruza,1
mestiço, cruzamento,6
mestiço, demorar,2
mestiço, descer,1
mestiço, desmamar,1
mestiço, ectoparasita,1
mestiço, efeito,2
mestiço, elevar,2
mestiço, estimular,1
mestiço, fase,1
mestiço, fenotípico,1
mestiço, filho,1
mestiço, fêmea,1
mestiço, garantir,1
mestiço, genético,4
mestiço, gestação,1
mestiço, gir,1
mestiço, gordura,1
mestiço, grande,2
mestiço, guzerá,1
mestiço, heterose,2
mestiço, holandês,8
mestiço, ingurgitadar,1
mestiço, lactação,1
mestiço, leiteiro,2
mestiço, macho,2
mestiço, mamar,2
mestiço, maneira,2
mestiço, meio,1
mestiço, mineral,1
mestiço, mãe,1
mestiço, médio,7
mestiço, natural,1
mestiço, novilho,2
mestiço, objetivo,1
mestiço, ordenha,2
mestiço, parto,4
mestiço, pastejo,1
mestiço, pasto,1
mestiço, pelar,1
mestiço, pequeno,1
mestiço, perda,1
mestiço, perder,1
mestiço, precoce,1
mestiço, presença,1
mestiço, procurar,2
mestiço, progênie,1
mestiço, puro,6
mestiço, pé,2
mestiço, raça,13
mestiço, rebanhar,2
mestiço, rebanho,7
mestiço, reprodutivo,2
mestiço, resistente,1
mestiço, segregação,1
mestiço, simulação,1
mestiço, sistema,3
mestiço, teor,1
mestiço, vaca,14
mestiço, variação,1
mestiço, vitamina,1
mestiço, zebu,4
mestiço, zebuína,5
mestiço, zebuíno,1
mestiço, zebuínos,1
manipulação, bezerro,1
manipulação, cesariana,1
manipulação, engenharia,1
manipulação, espermatozoide,1
manipulação, espermático,1
