,Term1,Term2
2409,féter,freezer
2410,féter,cobre
2411,féter,mensal
2412,estreptococo,óxido
2413,estreptococo,freezer
2414,estreptococo,ciclo
2415,estreptococo,cobalto
2416,necropsia,diferem
2417,necropsia,dactylon
2418,necropsia,lento
2419,necropsia,nlemfuensis
2420,radicante,diluir
2421,radicante,semiárido
2422,radicante,emagrecimento
2423,radicante,descendente
2424,alga,multiovulação
2425,alga,campilobacteriose
2426,alga,bulir
2427,alga,secretor
2428,obstétrico,liber
2429,obstétrico,tamponante
2430,obstétrico,potássio
2431,obstétrico,oxigênio
2432,bactericida,vitro
2433,bactericida,liber
2434,bactericida,sujeira
2435,bactericida,traumatismo
2436,limpar,traumatismo
2437,limpar,medo
2438,limpar,potássio
2439,limpar,liber
2440,cimento,fresca
2441,cimento,eclosão
2442,cimento,banana
2443,cimento,clorídrico
2444,bastão,aminoácido
2445,bastão,digestível
2446,bastão,sobrevivência
2447,bastão,acetonemia
2448,herbácea,caseína
2449,herbácea,vacina
2450,herbácea,contrair
2451,herbácea,raspagem
2452,acupuntura,potássio
2453,acupuntura,recolher
2454,acupuntura,manganês
2455,acupuntura,apetite
2456,misturador,acetonemia
2457,misturador,corda
2458,misturador,contagioso
2459,misturador,cruza
2460,pelagem,verme
2461,pelagem,oxigênio
2462,pelagem,potássio
2463,pelagem,cobalto
2464,recolher,coliforme
2465,recolher,potássio
2466,recolher,madeira
2467,recolher,magnésio
2468,tricros,masculino
2469,tricros,somatotropina
2470,tricros,aminoácido
2471,tricros,digestível
2472,músculo,motivo
2473,músculo,cor
2474,músculo,queimada
2475,músculo,dactylon
2476,calor,mensal
2477,calor,sintetizar
2478,calor,aminoácido
2479,calor,microbiana
2480,vitalidade,metionina
2481,vitalidade,prostrar
2482,vitalidade,cirurgia
2483,vitalidade,divisória
2484,guzer,decumbens
2485,guzer,suplementar
2486,guzer,via
2487,guzer,enxofre
2488,piquete,baixo
2489,piquete,bom
2490,piquete,cerca
2491,piquete,forragem
2492,glabra,replantio
2493,glabra,balancear
2494,glabra,mutica
2495,glabra,pyramidalis
2496,mamadeira,verme
2497,mamadeira,abomaso
2498,mamadeira,cloro
2499,mamadeira,óxido
2500,cisto,muco
2501,cisto,verme
2502,cisto,cobalto
2503,cisto,óxido
2504,estolonífera,fertilização
2505,estolonífera,potássio
2506,estolonífera,traumatismo
2507,estolonífera,montar
2508,planejamento,concha
2509,planejamento,pata
2510,planejamento,droga
2511,planejamento,palpação
2512,termofílica,argamassa
2513,termofílica,batoque
2514,termofílica,equídeo
2515,termofílica,recurso
2516,braquiaro,dossel
2517,braquiaro,estolão
2518,braquiaro,cespitoso
2519,braquiaro,purpureum
2520,bicálcico,estolonífera
2521,bicálcico,montar
2522,bicálcico,potássio
2523,bicálcico,lei
2524,vermifugação,manganês
2525,vermifugação,magnésio
2526,vermifugação,potássio
2527,vermifugação,aditivo
2528,combate,cobalto
2529,combate,cobre
2530,combate,muco
2531,combate,ciclo
2532,heterose,organismo
2533,heterose,doador
2534,heterose,doente
2535,heterose,humano
2536,ruminal,bicarbonato
2537,ruminal,óxido
2538,ruminal,textura
2539,ruminal,sintetizar
2540,nebulização,verme
2541,nebulização,fabricante
2542,nebulização,comer
2543,nebulização,apetite
2544,mensal,cobre
2545,mensal,freezer
2546,mensal,abomaso
2547,mensal,perna
2548,semiconfinamento,diferem
2549,semiconfinamento,nlemfuensis
2550,semiconfinamento,fertilização
2551,semiconfinamento,dactylon
2552,ovino,enxofre
2553,ovino,ataque
2554,ovino,nlemfuensis
2555,ovino,ressemeadura
2556,nematoide,casca
2557,nematoide,via
2558,nematoide,desânimo
2559,nematoide,operar
2560,isolante,tanchagem
2561,isolante,lento
2562,isolante,gênerar
2563,isolante,divisória
2564,palatável,rasteiro
2565,palatável,enxofre
2566,palatável,diferem
2567,palatável,nlemfuensis
2568,vaginal,apetite
2569,vaginal,verme
2570,vaginal,manganês
2571,vaginal,terço
2572,ordenha,leite
2573,ordenha,presença
2574,ordenha,orgânico
2575,ordenha,bezerro
2576,raiz,alumínio
2577,raiz,aveia
2578,raiz,calcário
2579,raiz,avear
2580,excesso,secar
2581,excesso,gordo
2582,excesso,vaca
2583,excesso,gestante
2584,baia,arbusto
2585,baia,ressemeadura
2586,baia,nutrientes
2587,baia,magnésio
2588,desinfetantes,palpação
2589,desinfetantes,concha
2590,desinfetantes,teta
2591,desinfetantes,multiovulação
2592,aminar,mamadeira
2593,aminar,coliforme
2594,aminar,financeiro
2595,aminar,cobalto
2596,diluição,medo
2597,diluição,aditivo
2598,diluição,nutrientes
2599,diluição,dactylon
2600,ciliaril,toxina
2601,ciliaril,decumbens
2602,ciliaril,diferem
2603,ciliaril,solúvel
2604,psicrotrófica,cloro
2605,psicrotrófica,financeiro
2606,psicrotrófica,homeopático
2607,psicrotrófica,potássio
2608,mosco,cauda
2609,mosco,radiação
2610,mosco,genômica
2611,mosco,fitoterápico
2612,junta,dactylon
2613,junta,operar
2614,junta,motivo
2615,junta,nlemfuensis
2616,rasqueadeir,fitoterapia
2617,rasqueadeir,pesagem
2618,rasqueadeir,emagrecer
2619,rasqueadeir,oxigênio
2620,braquiária,espécie
2621,braquiária,capineiro
2622,braquiária,capim
2623,braquiária,pastagem
2624,pálida,estolonífera
2625,pálida,homeopatia
2626,pálida,dactylon
2627,pálida,montar
2628,poeira,canaleta
2629,poeira,ovo
2630,poeira,verme
2631,poeira,semiásper
2632,perder,demorar
2633,perder,parto
2634,perder,lactação
2635,perder,fase
2636,aproveitamento,sistema
2637,aproveitamento,forrageiro
2638,aproveitamento,pasto
2639,aproveitamento,modo
2640,magra,útero
2641,magra,uterino
2642,magra,obeso
2643,magra,velho
2644,miúdo,magnésio
2645,miúdo,edema
2646,miúdo,arbusto
2647,miúdo,potássio
2648,liber,vitro
2649,liber,potássio
2650,liber,coliforme
2651,liber,fertilização
2652,peniana,fenótipo
2653,peniana,verme
2654,peniana,lesão
2655,peniana,óxido
2656,touceira,lento
2657,touceira,sintético
2658,touceira,dactylon
2659,touceira,medo
2660,vegetal,alumínio
2661,vegetal,garupa
2662,vegetal,aveia
2663,vegetal,bebedouro
2664,colhedeira,neutralizar
2665,colhedeira,estria
2666,colhedeira,perfilhamento
2667,colhedeira,guianesil
2668,deslocamento,abomaso
2669,deslocamento,lesão
2670,deslocamento,freezer
2671,deslocamento,sintetizar
2672,dossel,cespitoso
2673,dossel,estolão
2674,dossel,grão
2675,dossel,biológico
2676,operar,dactylon
2677,operar,magnésio
2678,operar,fertilização
2679,operar,lento
2680,gestação,magro
2681,gestação,parto
2682,gestação,lactação
2683,gestação,cobrir
2684,ar,carga
2685,ar,contaminação
2686,ar,populaçãar
2687,ar,ácido
2688,auxiliar,térmico
2689,auxiliar,humano
2690,auxiliar,heterose
2691,auxiliar,efeito
2692,morte,animal
2693,morte,samambaia
2694,morte,afetar
2695,morte,doente
2696,peladeira,traje
2697,peladeira,colhedeira
2698,peladeira,mecanismo
2699,peladeira,colônia
2700,metacercária,transmissão
2701,metacercária,carrapaticidar
2702,metacercária,estaçãar
2703,metacercária,pomada
2704,geada,diferem
2705,geada,recolher
2706,geada,fertilização
2707,geada,formigo
2708,rama,solúvel
2709,rama,biológico
2710,rama,via
2711,rama,terreno
2712,condensatu,solúvel
2713,condensatu,estolão
2714,condensatu,mucunoide
2715,condensatu,colheita
2716,articulação,sintético
2717,articulação,abdômen
2718,articulação,muscular
2719,articulação,liber
2720,rodízio,potássio
2721,rodízio,manganês
2722,rodízio,prenhe
2723,rodízio,apetite
2724,seiva,preventivo
2725,seiva,quarentena
2726,seiva,acupuntura
2727,seiva,rodízio
2728,financeiro,cobalto
2729,financeiro,abomaso
2730,financeiro,manganês
2731,financeiro,mamadeira
2732,pancadar,segregação
2733,pancadar,mensal
2734,pancadar,potássio
2735,pancadar,manganês
2736,vacinar,fertilização
2737,vacinar,magnésio
2738,vacinar,dactylon
2739,vacinar,medo
2740,irmão,sintetizar
2741,irmão,freezer
2742,irmão,deslocamento
2743,irmão,lesão
2744,herbáceo,sphacelatar
2745,herbáceo,populaçãar
2746,herbáceo,ataque
2747,herbáceo,decumbens
2748,tuberculose,reflexo
2749,tuberculose,rancificação
2750,tuberculose,financeiro
2751,tuberculose,reciclagem
2752,endereço,potássio
2753,endereço,traumatismo
2754,endereço,estolonífera
2755,endereço,montar
2756,excreção,corrimento
2757,excreção,raço
2758,excreção,fabricante
2759,excreção,fasciolose
2760,morno,liber
2761,morno,potássio
2762,morno,apetite
2763,morno,pelagem
2764,salgar,intramamário
2765,salgar,mensal
2766,salgar,teta
2767,salgar,confiança
2768,parasitose,liber
2769,parasitose,fitoterapia
2770,parasitose,endereço
2771,parasitose,morno
2772,homeopatia,dactylon
2773,homeopatia,cor
2774,homeopatia,montar
2775,homeopatia,lento
2776,diluir,via
2777,diluir,diferem
2778,diluir,hábito
2779,diluir,suplementar
2780,cirurgia,verme
2781,cirurgia,coler
2782,cirurgia,pelagem
2783,cirurgia,apetite
2784,casca,populaçãar
2785,casca,hábito
2786,casca,enxofre
2787,casca,cor
2788,sintoma,agente
2789,sintoma,médico
2790,sintoma,doença
2791,sintoma,carrapato
2792,chuva,forrageira
2793,chuva,planta
2794,chuva,gramínea
2795,chuva,cultura
2796,forragem,capim
2797,forragem,nutritivo
2798,forragem,piquete
2799,forragem,pasto
2800,borrifada,fasciolose
2801,borrifada,ruziziensil
2802,borrifada,endereço
2803,borrifada,abdômen
2804,endereçar,dactylon
2805,endereçar,magnésio
2806,endereçar,potássio
2807,endereçar,vitro
2808,guzerá,gir
2809,guzerá,zebuína
2810,guzerá,holandês
2811,guzerá,raça
2812,hábitat,liber
2813,hábitat,tanchagem
2814,hábitat,tamponante
2815,hábitat,fetal
2816,adocicar,cloro
2817,adocicar,perna
2818,adocicar,apetite
2819,adocicar,cobre
2820,pintoi,estolão
2821,pintoi,solubilização
2822,pintoi,replantio
2823,pintoi,fosfatados
2824,perímetro,perfilhamento
2825,perímetro,balancear
2826,perímetro,estiagem
2827,perímetro,florescimento
2828,secretar,mensal
2829,secretar,orelha
2830,secretar,subtropical
2831,secretar,libido
2832,macroelemento,potássio
2833,macroelemento,tomada
2834,macroelemento,cobre
2835,macroelemento,patógeno
2836,inoculação,oócito
2837,inoculação,desmama
2838,inoculação,fígado
2839,inoculação,retal
2840,pneumoenterite,subtropical
2841,pneumoenterite,liber
2842,pneumoenterite,vidro
2843,pneumoenterite,coliforme
2844,enfermidade,luz
2845,enfermidade,infraestrutura
2846,enfermidade,terapêutico
2847,enfermidade,oxigênio
2848,replantio,perfilhamento
2849,replantio,estolão
2850,replantio,queima
2851,replantio,florescimento
2852,papo,consumidor
2853,papo,incubar
2854,papo,androgenizadar
2855,papo,tecnificação
2856,sede,lento
2857,sede,diferem
2858,sede,dactylon
2859,sede,cor
2860,cânula,fatal
2861,cânula,tenra
2862,cânula,sativa
2863,cânula,vaginal
2864,tripsina,amônio
2865,tripsina,féter
2866,tripsina,secretar
2867,tripsina,debilitar
2868,chorumar,portador
2869,chorumar,válvula
2870,chorumar,nutricionista
2871,chorumar,vitro
2872,nitrogenadar,perfilhamento
2873,nitrogenadar,estria
2874,nitrogenadar,estiagem
2875,nitrogenadar,fotossensibilização
2876,fazendeiro,maximização
2877,fazendeiro,suplementar
2878,fazendeiro,vento
2879,fazendeiro,cor
2880,forrageiro,pasto
2881,forrageiro,garantir
2882,forrageiro,animais
2883,forrageiro,grande
2884,contagioso,sintetizar
2885,contagioso,aminoácido
2886,contagioso,abomaso
2887,contagioso,aureus
2888,adubar,associação
2889,adubar,nitrogênio
2890,adubar,análise
2891,adubar,inverno
2892,apodrecimento,infraestrutura
2893,apodrecimento,gargalo
2894,apodrecimento,aditivo
2895,apodrecimento,distúrbio
2896,perene,diferem
2897,perene,nlemfuensis
2898,perene,ataque
2899,perene,biológico
2900,vegetação,diferem
2901,vegetação,solúvel
2902,vegetação,via
2903,vegetação,macrocephala
2904,dieta,seco
2905,dieta,mineral
2906,dieta,vaca
2907,dieta,lactação
2908,molibdênio,dietético
2909,molibdênio,óxido
2910,molibdênio,orelha
2911,molibdênio,sativa
2912,dor,potássio
2913,dor,manganês
2914,dor,tomada
2915,dor,cobalto
2916,vermifugar,perna
2917,vermifugar,abomaso
2918,vermifugar,óxido
2919,vermifugar,acetonemia
2920,plantar,plantio
2921,plantar,invasor
2922,plantar,inverno
2923,plantar,semente
2924,lamber,desmama
2925,lamber,sujeira
2926,lamber,tecer
2927,lamber,sanitizar
2928,carrapaticidar,elétrica
2929,carrapaticidar,cor
2930,carrapaticidar,fertilização
2931,carrapaticidar,liber
2932,coproduto,androgenizadar
2933,coproduto,segurar
2934,coproduto,gesso
2935,coproduto,biomedicina
2936,mamar,bezerro
2937,mamar,presença
2938,mamar,ordenha
2939,mamar,leite
2940,circulação,libido
2941,circulação,multiflorum
2942,circulação,distúrbio
2943,circulação,acidente
2944,morcego,teta
2945,morcego,mamadeira
2946,morcego,erosão
2947,morcego,liber
2948,parasitar,incubar
2949,parasitar,minerais
2950,parasitar,hidratação
2951,parasitar,lábio
2952,penduloso,papeira
2953,penduloso,descamação
2954,penduloso,acesso
2955,penduloso,preparar
2956,respiratório,dactylon
2957,respiratório,tanchagem
2958,respiratório,fermentar
2959,respiratório,proliferação
2960,terraço,recolher
2961,terraço,espessura
2962,terraço,coliforme
2963,terraço,medo
2964,tatuagem,fresco
2965,tatuagem,carrapaticida
2966,tatuagem,nicho
2967,tatuagem,fermentação
2968,plantio,semente
2969,plantio,plantar
2970,plantio,inverno
2971,plantio,invasor
2972,intestino,queimada
2973,intestino,medo
2974,intestino,fetal
2975,intestino,obstétrico
2976,afetar,animal
2977,afetar,instalação
2978,afetar,adulto
2979,afetar,parte
2980,pano,concha
2981,pano,treinamento
2982,pano,lombo
2983,pano,cruza
2984,brasilense,balancear
2985,brasilense,perfilhamento
2986,brasilense,florescimento
2987,brasilense,fotossensibilização
2988,lácteo,célula
2989,lácteo,desmamar
2990,lácteo,mãe
2991,lácteo,fraco
2992,celulase,pepsina
2993,celulase,antixenose
2994,celulase,traje
2995,celulase,suculento
2996,componente,cuidado
2997,componente,antibiótico
2998,componente,contaminar
2999,componente,presença
3000,coqueiro,arbusto
3001,coqueiro,fertilização
3002,coqueiro,magnésio
3003,coqueiro,lento
3004,febre,sintetizar
3005,febre,apetite
3006,febre,contagioso
3007,febre,estressar
3008,latão,mensal
3009,latão,freezer
3010,latão,intramamário
3011,latão,perna
3012,nitrogenada,cespitoso
3013,nitrogenada,biológico
3014,nitrogenada,dossel
3015,nitrogenada,capitata
3016,desinfecçãar,cobre
3017,desinfecçãar,perna
3018,desinfecçãar,fenótipo
3019,desinfecçãar,multípara
3020,oócito,coler
3021,oócito,potássio
3022,oócito,prenhe
3023,oócito,verme
3024,borracha,edema
3025,borracha,cesariana
3026,borracha,magnésio
3027,borracha,escuro
3028,decomposiçãar,estufamento
3029,decomposiçãar,anaeróbio
3030,decomposiçãar,articulação
3031,decomposiçãar,bactericida
3032,lançar,magnésio
3033,lançar,dactylon
3034,lançar,queimada
3035,lançar,aditivo
3036,praga,doença
3037,praga,medida
3038,praga,tratamento
3039,praga,bovino
3040,pancreática,criopreservação
3041,pancreática,organizar
3042,pancreática,ver
3043,pancreática,guianesil
3044,eimeriose,dactylon
3045,eimeriose,operar
3046,eimeriose,lento
3047,eimeriose,diferem
3048,citratar,madeira
3049,citratar,cobalto
3050,citratar,cloro
3051,citratar,homeopático
3052,inchar,abomaso
3053,inchar,freezer
3054,inchar,cobre
3055,inchar,inflamação
3056,sulfô,emagrecimento
3057,sulfô,transição
3058,sulfô,corpo
3059,sulfô,aborto
3060,reprodutivo,rebanhar
3061,reprodutivo,identificar
3062,reprodutivo,rebanho
3063,reprodutivo,taxa
3064,endoparasita,via
3065,endoparasita,biológico
3066,endoparasita,cor
3067,endoparasita,nlemfuensis
3068,mamite,psicrotrófica
3069,mamite,aferição
3070,mamite,basar
3071,mamite,acupuntura
3072,vitro,cobalto
3073,vitro,potássio
3074,vitro,manganês
3075,vitro,cloro
3076,guandu,fertilização
3077,guandu,prenhe
3078,guandu,potássio
3079,guandu,manganês
3080,lembrar,grande
3081,lembrar,alto
3082,lembrar,fêmea
3083,lembrar,bom
3084,fertirrigação,distúrbio
3085,fertirrigação,muco
3086,fertirrigação,multiovulação
3087,fertirrigação,amônio
3088,mucunoide,grão
3089,mucunoide,biológico
3090,mucunoide,estolão
3091,mucunoide,inflorescência
3092,argiluviação,grão
3093,argiluviação,perfilhamento
3094,argiluviação,cespitoso
3095,argiluviação,estolão
3096,broto,ataque
3097,broto,biológico
3098,broto,rasteiro
3099,broto,purpureum
3100,líquido,esterco
3101,líquido,ciclo
3102,líquido,densidade
3103,líquido,primípara
3104,bota,subereta
3105,bota,asfalto
3106,bota,mochar
3107,bota,esterqueiro
3108,regrar,replantio
3109,regrar,estolão
3110,regrar,solubilização
3111,regrar,perfilhamento
3112,garantir,grande
3113,garantir,bom
3114,garantir,pasto
3115,garantir,filho
3116,proliferação,potássio
3117,proliferação,magnésio
3118,proliferação,fertilização
3119,proliferação,oxigênio
3120,desmamar,precoce
3121,desmamar,microbiano
3122,desmamar,balde
3123,desmamar,laboratório
3124,erosão,subtropical
3125,erosão,mocho
3126,erosão,textura
3127,erosão,mamadeira
3128,gesso,multípara
3129,gesso,amônio
3130,gesso,potássio
3131,gesso,fitoterápico
3132,bivitelino,auxiliar
3133,bivitelino,progênie
3134,bivitelino,adubar
3135,bivitelino,lácteo
3136,digestível,contagioso
3137,digestível,sintetizar
3138,digestível,aminoácido
3139,digestível,microbiana
3140,reprodutor,textura
3141,reprodutor,sintetizar
3142,reprodutor,casco
3143,reprodutor,aminoácido
3144,desidratação,rasteiro
3145,desidratação,populaçãar
3146,desidratação,arbusto
3147,desidratação,dactylon
3148,emagreceu,microbiana
3149,emagreceu,aminoácido
3150,emagreceu,ovulação
3151,emagreceu,cruza
3152,embrião,vitro
3153,embrião,pesar
3154,embrião,úmido
3155,embrião,desmama
3156,escrotal,mamite
3157,escrotal,silício
3158,escrotal,cartilagem
3159,escrotal,estufamento
3160,concreto,elétrica
3161,concreto,lento
3162,concreto,cor
3163,concreto,herdar
3164,arbusto,cor
3165,arbusto,dactylon
3166,arbusto,nlemfuensis
3167,arbusto,diferem
3168,abrasividade,fertilização
3169,abrasividade,liber
3170,abrasividade,elétrica
3171,abrasividade,gênero
3172,acesso,frasco
3173,acesso,cru
3174,acesso,médico
3175,acesso,temperatura
3176,superfosfato,permanente
3177,superfosfato,vitro
3178,superfosfato,aditivo
3179,superfosfato,açúcar
3180,luminosidade,ar
3181,luminosidade,drenar
3182,luminosidade,copa
3183,luminosidade,replantio
3184,obesa,deslocamento
3185,obesa,aparelho
3186,obesa,cristalino
3187,obesa,perna
3188,medo,nutrientes
3189,medo,procurar
3190,medo,magnésio
3191,medo,fertilização
3192,implantar,subtropical
3193,implantar,mamadeira
3194,implantar,verme
3195,implantar,pelagem
3196,macronutriente,microbiana
3197,macronutriente,freezer
3198,macronutriente,abomaso
3199,macronutriente,sintetizar
3200,inverno,plantar
3201,inverno,plantio
3202,inverno,nitrogênio
3203,inverno,invasor
3204,amniótico,queimada
3205,amniótico,potássio
3206,amniótico,aditivo
3207,amniótico,rodízio
3208,mutica,biológico
3209,mutica,cespitoso
3210,mutica,inflorescência
3211,mutica,estolão
3212,odor,poeira
3213,odor,droga
3214,odor,desaleitamento
3215,odor,bula
3216,roliço,pesagem
3217,roliço,vampiricida
3218,roliço,natalidade
3219,roliço,acupuntura
3220,descer,ectoparasita
3221,descer,bulir
3222,descer,canaleta
3223,descer,inflamação
3224,bula,verme
3225,bula,muco
3226,bula,óxido
3227,bula,cobre
3228,tostar,mamadeira
3229,tostar,cobalto
3230,tostar,demanda
3231,tostar,bicarbonato
3232,grosso,carboidrato
3233,grosso,rasteiro
3234,grosso,ressecamento
3235,grosso,elétrica
3236,semiásper,canaleta
3237,semiásper,hormonal
3238,semiásper,coler
3239,semiásper,verme
3240,reflexo,divisória
3241,reflexo,operar
3242,reflexo,procurar
3243,reflexo,cor
3244,útero,uterino
3245,útero,velho
3246,útero,obeso
3247,útero,magra
3248,capineiro,braquiária
3249,capineiro,capim
3250,capineiro,espécie
3251,capineiro,método
3252,testículo,comprimido
3253,testículo,tubo
3254,testículo,prostração
3255,testículo,junto
3256,cavalo,sintético
3257,cavalo,distúrbio
3258,cavalo,magnésio
3259,cavalo,fertilização
3260,garupa,picar
3261,garupa,aveia
3262,garupa,cortar
3263,garupa,proteico
3264,foliar,montar
3265,foliar,elétrica
3266,foliar,cor
3267,foliar,dactylon
3268,chorume,estilosante
3269,chorume,nlemfuensis
3270,chorume,calopogônio
3271,chorume,digestãar
3272,erosãar,inflorescência
3273,erosãar,populaçãar
3274,erosãar,série
3275,erosãar,ataque
3276,alojamento,desbastar
3277,alojamento,inflorescência
3278,alojamento,cespitoso
3279,alojamento,forragear
3280,vento,lento
3281,vento,dactylon
3282,vento,via
3283,vento,diferem
3284,cromo,respiração
3285,cromo,albumina
3286,cromo,textura
3287,cromo,traumático
3288,lixo,gênero
3289,lixo,vegetação
3290,lixo,maximização
3291,lixo,antitóxico
3292,globulina,textura
3293,globulina,cobalto
3294,globulina,aureus
3295,globulina,muco
3296,orelha,mensal
3297,orelha,perna
3298,orelha,verme
3299,orelha,multípara
3300,ultrassonografia,cabeça
3301,ultrassonografia,gayanu
3302,ultrassonografia,balancear
3303,ultrassonografia,ordenhador
3304,fraco,desmamar
3305,fraco,laboratório
3306,fraco,imunológico
3307,fraco,balde
3308,unha,cromossomo
3309,unha,erosão
3310,unha,adiposo
3311,unha,protozoário
3312,garupar,potássio
3313,garupar,cobalto
3314,garupar,cloro
3315,garupar,cobre
3316,lacrado,herdar
3317,lacrado,cloro
3318,lacrado,oxigênio
3319,lacrado,dosagem
3320,diagnosticar,vermifugação
3321,diagnosticar,estéril
3322,diagnosticar,acessar
3323,diagnosticar,aditivo
3324,argila,biológico
3325,argila,cespitoso
3326,argila,estolão
3327,argila,mucunoide
3328,fóssil,nlemfuensis
3329,fóssil,diferem
3330,fóssil,sphacelatar
3331,fóssil,perene
3332,sativa,abomaso
3333,sativa,óxido
3334,sativa,verme
3335,sativa,casco
3336,inalto,montar
3337,inalto,nlemfuensis
3338,inalto,dactylon
3339,inalto,fertilização
3340,entomopatogênico,biossólido
3341,entomopatogênico,desidratação
3342,entomopatogênico,inalto
3343,entomopatogênico,sujeira
3344,gênerar,diferem
3345,gênerar,dactylon
3346,gênerar,queimada
3347,gênerar,lento
3348,parasiticida,sintetizar
3349,parasiticida,estreptococo
3350,parasiticida,ovulação
3351,parasiticida,multípara
3352,cespitoso,biológico
3353,cespitoso,inflorescência
3354,cespitoso,ataque
3355,cespitoso,broto
3356,magnésio,potássio
3357,magnésio,fertilização
3358,magnésio,aditivo
3359,magnésio,dactylon
3360,bermuda,solúvel
3361,bermuda,decumbens
3362,bermuda,rasteiro
3363,bermuda,cespitoso
3364,parasitário,tristeza
3365,parasitário,verão
3366,parasitário,manganês
3367,parasitário,medo
3368,rasteiro,hábito
3369,rasteiro,diferem
3370,rasteiro,nlemfuensis
3371,rasteiro,enxofre
3372,helminto,ressecamento
3373,helminto,nlemfuensis
3374,helminto,diferem
3375,helminto,decumbens
3376,raspadeira,telefone
3377,raspadeira,olho
3378,raspadeira,magnésio
3379,raspadeira,limpar
3380,batoque,equídeo
3381,batoque,ensilar
3382,batoque,ráquis
3383,batoque,strigosa
3384,afecção,hábito
3385,afecção,dactylon
3386,afecção,decumbens
3387,afecção,cor
3388,mal,terreno
3389,mal,fertilização
3390,mal,via
3391,mal,cor
3392,comer,cobalto
3393,comer,apetite
3394,comer,verme
3395,comer,cobre
3396,ectoparasita,mamadeira
3397,ectoparasita,verme
3398,ectoparasita,pelagem
3399,ectoparasita,cloro
3400,nariz,albumina
3401,nariz,tremor
3402,nariz,pelagem
3403,nariz,inchar
3404,gordo,secar
3405,gordo,vaca
3406,gordo,excesso
3407,gordo,gestante
3408,placa,variação
3409,placa,tropical
3410,placa,inverno
3411,placa,análise
3412,perfil,bom
3413,perfil,baixo
3414,perfil,cobertura
3415,perfil,garantir
3416,entressafra,cespitoso
3417,entressafra,estolão
3418,entressafra,dossel
3419,entressafra,purpureum
3420,gênero,dactylon
3421,gênero,cor
3422,gênero,nlemfuensis
3423,gênero,fertilização
3424,sintético,liber
3425,sintético,montar
3426,sintético,elétrica
3427,sintético,fertilização
3428,alimento,proteína
3429,alimento,concentrado
3430,alimento,gordura
3431,alimento,reter
3432,segurar,cobre
3433,segurar,mensal
3434,segurar,bicarbonato
3435,segurar,perna
3436,florir,cespitoso
3437,florir,série
3438,florir,purpureum
3439,florir,inflorescência
3440,tropical,gramínea
3441,tropical,leguminoso
3442,tropical,plantar
3443,tropical,semente
3444,químico,picar
3445,químico,aveia
3446,químico,proteico
3447,químico,avear
3448,floco,freezer
3449,floco,microbiana
3450,floco,canaleta
3451,floco,abomaso
3452,ouvir,associação
3453,ouvir,fértil
3454,ouvir,superpastejo
3455,ouvir,plantar
3456,imunoglobulina,balde
3457,imunoglobulina,bastão
3458,imunoglobulina,corda
3459,imunoglobulina,estressar
3460,derivar,nlemfuensis
3461,derivar,rasteiro
3462,derivar,dactylon
3463,derivar,diferem
3464,incubadora,endovenoso
3465,incubadora,aminoácido
3466,incubadora,contagioso
3467,incubadora,sintetizar
3468,adiposo,potássio
3469,adiposo,muco
3470,adiposo,integração
3471,adiposo,bicarbonato
3472,inseminador,apetite
3473,inseminador,palpação
3474,inseminador,lesão
3475,inseminador,bicarbonato
3476,detergente,mamadeira
3477,detergente,potássio
3478,detergente,herdar
3479,detergente,cobalto
3480,pasteurização,proporção
3481,pasteurização,canaleta
3482,pasteurização,cobalto
3483,pasteurização,procurar
3484,traje,portão
3485,traje,febril
3486,traje,peladeira
3487,traje,celulase
3488,toxicidade,perene
3489,toxicidade,capitata
3490,toxicidade,macrocephala
3491,toxicidade,biológico
3492,lençol,dossel
3493,lençol,reincidência
3494,lençol,perfilhamento
3495,lençol,biomassa
3496,micronutriente,nutrientes
3497,micronutriente,magnésio
3498,micronutriente,aditivo
3499,micronutriente,populaçãar
3500,fatores,populaçãar
3501,fatores,via
3502,fatores,nutrientes
3503,fatores,queimada
3504,cerca,grande
3505,cerca,filho
3506,cerca,bom
3507,cerca,garantir
3508,pico,teor
3509,pico,alimento
3510,pico,proteína
3511,pico,gordura
3512,excitabilidade,seivar
3513,excitabilidade,combustível
3514,excitabilidade,administração
3515,excitabilidade,tintura
3516,solubilização,estolão
3517,solubilização,mucunoide
3518,solubilização,cespitoso
3519,solubilização,biológico
3520,comprimido,homeopático
3521,comprimido,rasteira
3522,comprimido,madeira
3523,comprimido,aquoso
3524,amônio,mamadeira
3525,amônio,financeiro
3526,amônio,potássio
3527,amônio,verme
3528,vaca,gestante
3529,vaca,magro
3530,vaca,lactação
3531,vaca,gestação
3532,meio,maneira
3533,meio,principal
3534,meio,fator
3535,meio,elevar
3536,cordoalha,afecção
3537,cordoalha,examinar
3538,cordoalha,acidente
3539,cordoalha,magnésio
3540,ovariano,verme
3541,ovariano,homeopático
3542,ovariano,cobre
3543,ovariano,abomaso
3544,cetose,óxido
3545,cetose,aminoácido
3546,cetose,freezer
3547,cetose,bicarbonato
3548,gordar,fenótipo
3549,gordar,mocho
3550,gordar,sintetizar
3551,gordar,óxido
3552,sapé,purpureum
3553,sapé,capitata
3554,sapé,broto
3555,sapé,excremento
3556,traseiro,combate
3557,traseiro,acidose
3558,traseiro,banho
3559,traseiro,edema
3560,híbrido,solubilização
3561,híbrido,copa
3562,híbrido,erradicar
3563,híbrido,argila
