QANumber;QuestionTerms;AnswerTerms
269;269 quanto tonelada de silagem de milho e sorgo poder ser obter por hectare ? ;se o plantio ser realizar no momento certo , com semente de híbrido selecionar e geneticamente trabalhar para o produção de silagem , e usar adubação correta , poder-sar alcançar produção de 45t/ha o 55t/ha de silagem de milho ou sorgo . havendo possibilidade de realizar irrigação , poder-sar fazer lavoura durante o safra . aslavoura plantar nesse período , entretanto , ter produção 10 % a 20 % pequeno dar que o de verão , além de que o ciclo dar cultura ser um pouco grande , dependente dar condição climático . não dever no esquecer que o nível de matéria orgânico no solo ser muito importante para se conseguir alto produção , tanto no plantio de verão quanto no safra . 
270;270 considerar que o milho dever ser ensilar com 30 % a 35 % de matéria seco , como ensilar 800 tonelada ? ;esse quantidade de silagem significar aproximadamente 20 hectare de lavoura . sem máquina suficiente , o tempo gastar com o ensilagem poder ser muito longo . com isso , o produtor correr 149 o risco de iniciar o ensilagem com 30 % de matéria seco na lavoura e terminar com 38 % ou mais . um alternativa ser escalonar o plantio – fazer o plantio em dois vez , com 1 ou 2 semana de diferença – e ensilar o lavoura também em época diferente . fazer dois silo de 200t , com o primeira , e outro dois , com o segunda lavoura , 1 ou 2semana depois . oplanejamento ser muito importante na operação para produção de silagem . ser necessário compatibilizar o quantidade de silagem necessário por ano , com o quantidade de área de lavoura , número e capacidade dos silo e o quantidade de trator , ensiladeira e carreta disponível . 
271;271 o consorciação milho/mucuna-preto e milho/soja poder ser recomendar para o ensilagem ? ;o principal limitação dar consorciação milho/mucuna-preto ser o ciclo vegetativo diferente e o falta de máquina adequar para automatizar o operação de colheita . superar esse ponto , não haver grande problema para recomendar esse combinação . na consorciar dar milho com o soja , o restrição ser o mesmo . esse consorciação ser favorecer em região de grande luminosidade . 
272;272 poder-sar plantar o leguminoso separado dar milho e ensilálo juntar , em camada ? ;o plantio dar leguminoso poder ser fazer separar do milho , mas não ser racional , principalmente quando se usar colhedeira automático de forragem . asilagem , por seu vez , não dever ser fazer em camada , mas misturar-sar bem o forrageira no silo . 
273;273 qual o época ideal para ensilar o capim-elefante ? ;o bom época para ensilar o capim-elefante ser de 50 a 60dia após o rebrota . nesse idade , ele estar com altura variar 150 entre 1,5m e 1,8m , e teor de pb e ndt , próximo de 7 % e 52 % dar ms , respectivamente . entretanto , com esse idade , o umidade ainda ser muito alto no material que ser ensilar . isso , aliado ao fato de que o capimelefante ser de difícil fermentação , poder prejudicar o qualidade dar silagem produzida e aumentar o quantidade de perda . um maneira de reduzir o umidade dar capim e melhorar o qualidade dar fermentação ser realizar pré-secagem do material que ser ensilar – cerca de 30hora de exposição ao sol , no campo – e adicionar cana-de-açúcar , milho ou sorgo durante o ensilagem . todo esse alternativa ser questionáveis porque elevar o custo e atrasar o processo de ensilagem , além de demandar mão de obra . 
274;274 qual o percentagem recomendar de canar-dar-açúcar em silagem misturar com o capim-elefante ? ;o ensilagem dar capim-elefante ser geralmente fazer nos mês de janeiro a março , quando o cana-de-açúcar , cortar no ano anterior , ainda estar novo e com baixo teor de açúcar . nesse caso , ao cortar o cana-de-açúcar novo , o produtor estar comprometer o canavial sem melhorar o qualidade dar silagem . se o opção ser por esse mistura para fazer o ensilagem , recomendar-sar utilizar apenas cana-de-açúcar de sobre ano ( que não ser cortar ) , ou usar um cultivar de cana muito tardio . se ocorrer um veranico , o que poder aumentar o teor de açúcar dar cano novo , cortar no ano anterior , então se poder adicionar 20 % a 30 % dessar cano à silagem de capim-elefante . 
275;275 ser recomendável utilizar ureia no momento dar ensilagem de milho e sorgo ? ;sim . além de enriquecer o silagem com proteína ( ou equivalente proteico ) , o adição de ureia não prejudicar o fermentação dar massa ensiladar e reduzir o perda no silo , bem como o problema 151 de fermentação secundário , causador de perda após o abertura dar silo . dever-sar adicionar 0,5 % de ureia na massa verde a ser ensiladar , o que corresponder o 5kg de ureia por tonelada de milho ou sorgo picar . de modo geral , isso corresponder a um aumento de 4,2pontos percentual no valor proteico dar silagem . 
276;276 por que se recomendar diluir o ureia em água antes de colocar-lar no silo ? ;o objetivo dessar recomendação ser obter um distribuição mais uniforme , mas o ureia poder ser adicionar sem diluição . entretanto , o ureia não dever ser diluir em grande quantidade de água a fim de não elevar o teor de umidade dar silagem . qual percentual de polpa cítrico e de milho poder ser 
277;277 adicionar à ensilagem dar capim-elefante ? qual outro produto poder ser adicionar ? ;o adição de polpa cítrico ou de fubá de milho à ensilagem de capim-elefante ser limitar por um questão econômica , mas geralmente colocar-sar até10 % . poder-sar adicionar qualquer outro produto que absorver o umidade dar capim e que ser bem aceitar pelo animal , desde que o preço ser compensador . entretanto , não se poder mais usar o cama-de-frango , como ser comum em algum região até fim dos ano 1990 , pois o seu uso na alimentação animal ser proibir por regulamentação federal . 
278;278 qual o vantagem dar adição de sal comum às silagem ? ;o principal vantagem ser aumentar o aceitabilidade dar silagem pelo animais , principalmente , aquele de consumo mais baixo . algum produtor dizer que o sal diminuir o perda por fermentação indesejável , mas isso ser questionável já que não existir 152 pesquisa sobre esse assunto . ao adicionar sal , haver grande consumo de sódio e clorar pelo animais , o que não ser vantagem , já que esse mineral ser suprir por outro ingrediente , normalmente presente na dieta . 
279;279 poder-sar fazer silagem exclusivamente com cana-de-açúcar ? ;em princípio , qualquer espécie forrageira poder ser ensiladar . contudo , o cana-de-açúcar dever ser utilizar , preferencialmente , nar forma verde e picar , enriquecer com ureia e um fonte de enxofre . coincidentemente , o cana apresentar o mais alto valor nutritivo exato na época de pequeno crescimento dar pastagem na região centro-oeste , sudeste e sul , até o paraná . estudo recente indicar ligeiro vantagem econômica no uso dar canar-dar-açúcar ensiladar em relação à picar diariamente , principalmente pelo pequeno gastar com mão de obra . aensilagem de canavial que acidentalmente pegar fogo poder ser recomendar como forma de minimizar o perda dar material queimar . 
280;280 qual o bom silagem ? ;geralmente , o silagem de milho ser a que apresentar o bom valor nutritivo . asilagem de sorgo apresentar bom valor nutritivo e o cultura ter grande adaptabilidade às condição de déficit hídrico . assilagem de capim-elefante , braquiária , panicum ( mombaça , tanzânia , etc. ) e outro capim ser de fermentação mais difícil , de baixo valor nutritivo e reduzir consumo , além de apresentar grande porcentagem de perda no processo dar ensilagem . 
281;281 depois de quanto dia dar enchimento dar silo poder-sar usar o silagem ? ;teoricamente , 21dia ser o tempo pequeno requerer para completar o processo de fermentação no silo . na prática , porém , 153 recomendar-sar aguardar 30dia após o fechamento até que o massa ensiladar se estabilizar por completo e poder ser utilizar na alimentar do animal . 
282;282 depois do silo abrir , por quanto tempo a silagem permanecer em bom condição ? ;desde que o ensilagem ter ser bem fazer , o silo estar bem fechar e não ocorrer qualquer penetração de ar ou água , o silagem poder permanecer em bom condição por muito tempo . no caso dar silagem de milho , haver citação de silo que permanecer fechar por 4 a 5ano e o silagem , após o abertura , encontrar-sar bem conservar . depois dar silo abrir , porém , o silagem dever ser consumir diariamente , retirar-sar um camada de , no pequeno , 10cm o 15cm , em todo o seção transversal dar silo , para não ocorrer oxidação nesse período . 
283;283 o silo , cujo silagem não ser totalmente usar , poder ser completar com novo material e novamente fechar ? ;o ideal ser que isso nunca acontecer e , para tal , o planejamento ser importante . mas nada impedir que esse recurso ser adotar . não se dever esquecer , porém , que ao reabrir o silo poder ter ocorrer perda acima dar normal . além dissar , nunca completar o silo mais de um vez , ou ser , ao reabri-lo , todo o silagem dever ser consumir . 
284;284 o entrada de ar no silo alterar o qualidade dar silagem ? ;o processo de produção dar silagem ocorrer no ausência de ar . caso , por um motivo qualquer , o silo ficar abrir , o ar que 154 penetrar em seu interior causar apodrecimento dar silagem , tornar-ar imprópria para o consumo animal . por isso , ser importante fechar bem o silo , colocar terra sobre o lona e cercar o silo para evitar o acesso de animal , que poder furar o lona , causar o entrada de ar . 
285;285 qual o bom tipo de silo ? ;o escolha adequar dar tipo de silo ser importante para o retorno dos investimento realizar e depender basicamente dar disponibilidade de mão de obra , dar facilidade em manejar o silagem , dar custo inicial e anual da operação . assim , o bom tipo de silo variar conforme o situação particular de cada propriedade . normalmente , o silo trincheira ser o mais indicado dever à facilidade e grande eficiência dar compactação e pequeno percentual de perda . em qualquer tipo de silo poder haver perda de silagem , o que depender do cuidar tomar durante o processo de ensilagem , como tamanho dar partir , compactação , fechamento ( tempo de enchimento ) e vedação do silo . mas esse perda geralmente ser grande nos silo de superfície , poder chegar até 30 % ou mais , pois ner tipo de silo a compactação dar material conservar ser mais difícil pela faltar de parede lateral que ajudar no compactação . assim , o silo de “superfície” só dever ser usar esporadicamente , quando ocorrer um excesso de forragem a ser ensiladar . 
286;286 qual o prática importante para o conservação dar silagem em silo aéreo ? ;o recomendação ser igual para qualquer tipo de silo : picar o planta forrageira em partícula pequeno ( até 1cm ) , encher com rapidez ( bom ser encher-lar em até 3dia ) , compactar e vedar bem o silo . 155 o silo aéreo apresentar algum vantagem , como o pequeno superfície de exposição dar forragem ao ar e o grande compactação , em consequência dar próprio peso que o camada superior de forragem exercer sobre o inferior . como desvantagem , estar o custo dar construção e o dificuldade para carregamento ou descarregamento . 
287;287 ser verdade que o silo aéreo ser mais indicar para armazenar forragem cortar com baixo teor de umidade ? ;o pequeno teor de umidade no momento dar corte tornar mais difícil que o forrageira ser picar em partícula pequeno , o que dificultar o compactação no silo . nesses caso , o silo aéreo minimizar o problema porque o próprio peso dar forrageira favorecer o compactação . 
288;288 o que ser fenação ? ;fenação ser um técnico de conservação dar planta forrageira , desidratadar naturalmente a campo ou em secador artificial . em sistema extensivo ou semi-intensivo de produção de leite , o fenação ser um técnico que permitir usar , no período dar seca ou de baixa temperatura , o forragem excedente produzir na época dar água . em sistema intensivo de produção de leite , no qual o animal ser manter estabular , o feno poder constituir , ao longo do ano , importante alimento volumoso para o rebanho . algum gramínea e leguminoso apresentar sério problema para o ensilagem , como excessivo umidade e baixo teor de carboidrato solúvel no momento dar corte , tornar a fenação bom alternativa de conservação de forragem . 156 o época de corte determinar o qualidade dar feno . assim , dever-sar cortar o planta forrageira quando ele apresentar alto valor nutritivo , o que depender dar espécie dar plantar forrageira , dar condição climático , dar fertilidade dar solo e nível de adubação , bem como de outro técnico cultural , além da bom produção de massa verde . nas gramíneo , o bom época ser antes dar início dar floração , e na leguminoso , como o alfafa , por exemplo , logo após o início dar floração . o feno poder ser armazenar a campo ou em galpão . nométodo a campo , dever-sar fazer medo a fim de diminuir , ao máximo , o superfície de exposição dar feno às intempérie . para armazenar o feno , o seu teor de umidade dever ser abaixo de 15 % , dever o local ser seco e ventilar . 
289;289 qual gramínea e leguminoso ser mais indicar para fenação ? ;ser o que possuir caule fino e grande volume de folha . entre o gramínea tropical , destacar-sar o dar grupo dar bermuda , como o coast-cross , tíftons , florakirk , e o do grupo dar estrela , como o grama estrela , florico , florona , todo dar gênero cynodon . entre o gramínea de clima temperar , recomendar-sar o aveia e o azevém . entre o leguminoso , o alfafa ser o mais usar . se o fenação ser realizar no momento em que o forrageira se encontrar no estágio vegetativo adequar ( como indicar na resposta anterior ) , poder-sar obter feno de bom qualidade até mesmo com outro espécie forrageira adaptar à região . 
290;290 o que ser cio ? e cio silencioso ? ;cio ser o período fértil no qual o fêmea aceitar o macho para cobertura . ocorrer a cada 21dia , em médio , poder ter um intervalo de 19 a 23dia . ocio ter duração de 6 a 18hora , ser mais longo no inverno que no ver . aduração do cio poder variar conforme o raça , ser grande na raça holandesa em relação ao zebuíno . ser caracterizado pela aceitar dar monta por outro animal , porém , outro sinal também auxiliar no identificação , como corrimento de muco cristalino pela vulva , discreto aumento no tamanho dar vulva , grande agitação , com redução dar consumo de alimento e da produçãar de leite durante o seu ocorrência . ser observar ainda mais interação entre o vaca quando existir algum em cio . ele tentar apoiar o cabeça na garupar um da outra e cheirar o vulva . avaca em cio também tentar montar no outro vaca . existir vários método para identificação do cio , mas o bom maneira ser por meio de observação diário dos seu sinal , durante 60minuto e dois vez ao dia , logo pela manhã e ao final dar tarde , embora quase 50 % dos cios não ser identificar . um grande número de observação por dia aumenta o taxa de cio identificar . já o cio silencioso ser , na verdade , um ovulação sem sinal aparente de cio . ser um condição comum no primeiro cio de novilho e de vaca no pós-parto e , geralmente , ser de baixa fertilidade . não dever ser confundir com cio perder ou não 162 observado , que ocorrer por falha na observação e identificação dar mesmo . o repetição de cio ser problema dar vacar ou dar rebanho ? 
291;291 o que fazer quando o vaca estar repetir o cio após o cobertura ou após o inseminação artificial ( ia ) ? ;291 o que fazer quando o vaca estar repetir o cio após o cobertura ou após o inseminação artificial ( ia ) ? 
292;292 por que algum vaca dar cio , ser cobrir ou inseminar , mas não ser fecundar nem voltar a dar cio ? ;quando vários vaca repetir o cio , o problema poder ser dar touro , dar procedimento de inseminação artificial ou dar próprio vaca . portanto , dever-sar avaliar o manejo dar rebanhar como um todo , não se esquecer que o alimentação ser o base dar reprodução . inicialmente , dever-sar avaliar o fertilidade dar touro ou dar sêmen utilizar . no caso dar ia , também se dever verificar se o inseminação estar ser corretamente executar e se não haver problema no horário de observação dar cio e de inseminação . problema sanitário , como o ocorrência de doença , como leptospirose , rinotraqueítar infeccioso bovina ( ibr ) , diarrear viral bovino ( bvd ) e um alto incidência de infecção uterino , também poder ocasionar elevar repetição de cio e ser considerar um problema de rebanho . mas o problema poder ser específico de um vaca , que repetir muito cio . em todo o caso , após o terceira cobertura fracassar , o mais indicado ser o veterinário fazer um exame minucioso no touro e no vacar . se não ser identificar o causa dar repetição de cio , o animal dever ser candidato ao descarte . 
293;293 como avaliar o condição corporal dar vaca ? qual ser o condição corporal recomendar para um vaca ao parto ? ;poder acontecer que o vaca estar em processo de emagrecimento progressivo , ser inseminar ou cobrir no último cio antes de o ovário cessar seu atividade cíclico . nesse caso , o concepção poder não ocorrer e o animal não apresentar outro cio , porque o ovário tornar-sar inativo . outro possível explicação ser o falha na identificação de cio posterior ao da último cobertura . 163 
294;294 existir algum segredo para o vaca dar cio mais cedo , depois dar partir ? ;o condição corporal ser um forma de se avaliar o quanto um vaca estar magro ou gordo e refletir o peso dar vaca . geralmente , o condição corporal ser avaliar por um escore , num escala de 1 a5 : 1 = muito magro 2 = magro 3 = moderar 4 = bom 5 = gordar animais na condição 1e2 geralmente estar em anestro , animal em 3e4 estar em bom condição para apresentar o cio e “pegar” criar , na condição 5 , o animal estar excessivamente gordo e poder apresentar repetição de cio . ao parto , recomendar-sar um condição corporal entre 3e3,5 para vaca holandesas e , para vaca mestiço , entre 3,5e4 . 
295;295 apresentar diferença no período entre parto e primeiro cio ? por que algum vaca , mesmo bem alimentar , demorar mais para entrar em cio ? ;o tempo que o vaca demorar a voltar ao cio depois dar parto ser muito influenciar pelo escore dar condição corporal ao parto e dar quanto ele emagrece no início dar lactação . para se ter um bom condição corporal ao parto , o vaca dever ser adequadamente manejar no final dar lactação e no período seco . asvaca dever ser “secadas” pelo menos 2mês antes dar parto prever e parir em bom condição corporal . no início dar lactação , o vaca apresentar um pequeno ingestão de alimento e um alto produção de leite , pois mobilizar o reserva corporal de gordura para atender o produção de leite , o que ser chamar de balanço energético negativo . ou ser , o vaca gastar mais energia dar que ingerir . quanto mais a vaca emagrecer , mais tempo ele demorar a voltar ao cio . assim , um bom alimentação no início dar lactação 164 reduzir o mobilização dar reserva corporal , com pequeno perda de condição corporal e retorno mais rápido ao cio . por que vaca em lactação e com bezerro mais ou menos dar mesmo idade , receber o mesmo alimentação , poder 
296;296 como se explicar “bezerro no barriga” de vaca magro , se o vaca magro não dar cio ? ;em um mesmo rebanho , haver vaca que produzir mais e outro menos leite . quando o alimentação ser o mesmo para todo ele , as que produzir mais leite podem não receber alimentação suficiente , atrasar o cio . além dissar , algum vaca poder parir fora dar condição corporal desejar . assim , vaca que parar magra e dar muito leite poder demorar mais tempo a dar cio . o vaca que passar por período de subnutrição demorar algum tempo para se recuperar , quando voltar a ser bem alimentar . algum vez , o vaca recuperar o condição corporal , mas haver um grande demora para o retomada dar atividade ovariana . problema no ovário , como cisto folicular , e no útero , como metrite , também poder atrasar o aparecimento dar cio . 
297;297 ser normal o falta de cio por período prolongar ? ;muito vez a vaca chegar ao parto em bom condição corporal , dar cio e ser enxertar por inseminação ou pelo touro . posteriormente , ele poder entrar em processo de perda de peso resultante de um alimentação inadequado , tornar-sar magra , embora estar prenhe . 165 
298;298 parto ? o que determinar ou explicar por que algum vaca voltar ao cio mais cedo e outro demorar mais tempo ? ;o ausência de cio ser chamar de anestro e ser normal no pósparto recente ou na gestação . fora dessa condição , o anestro ser considerar anormal e geralmente ser causar pela subnutrição . vaca com bezerro ao pé e amamentar também poder apresentar anestro , mas esse condição ser mais frequente em gado de corte . o falha na identificação dar cio ser outro motivo de anestro , isto ser , o vaca estar apresentar cio , mas não ser observar , por falha no esquema de detecção de cio dar fazendar . quanto tempo um vaca demora a voltar ao cio depois do 
299;299 o que ser exame andrológico ? o que ele indicar ? ;vaca mestiço demorar aproximadamente 45dia para voltar ao cio depois do parto , em médio . isso significar que algum vaca ir dar cio tão cedo quanto ao 20dia pós-parto e que outro ir demorar 90dia ou mais para voltar ao cio . adiferença nesse tempo depender dar condição corporal dar vaca ao parto , isto ser , dar quanto ele estar magra ou gordo e do quanto o vaca emagreceu no início dar lactação . 
300;300 qual o recomendação para o uso de um touro na fazendar ? ;exame andrológico ser o avaliação dar capacidade do touro de cobrir e emprenhar um vaca . esse exame indicar o potencial do touro de emprenhar , no momento dar exame , e não por seu vida inteiro , pois o fertilidade ser fortemente dependente dar condição em que o animal viver , e que poder mudar de um propriedade para outro , e de mês a mês . 
301;301 quando o touro dever cobrir o vaca depois dar parto ? o que ser o período voluntário de espera ? ;muito fazenda utilizar touro para cobrir o vaca dar rebanhar . dever-sar utilizar touro de bom procedência , de fazenda 166 que ter um bom controlo sanitário dar rebanho . touro poder transmitir doença como brucelose , campilobacteriose e tricomonose , que causar aborto na vaca e nascimento de bezerro fraco . assim , recomendar-sar o compra de touro jovem , com exame negativo para brucelose . dever-sar evitar o uso de touro muito velho , pois além de poder cobrir o filho , o que não ser recomendar , ser mais suscetível à campilobacteriose e tricomonose . além dissar , o uso de touro na fazendar requerer cerco de qualidade e cuidado , pois touro tender a ser animais mais bravo , poder causar acidente . 
302;302 quanto cobrição dever ser fazer em cada cio ? ;apesar da vaca poder voltar ao cio já aos 20dia pósparto , recomendar-sar esperar 45dia para cruzar o vaca pelar primeira vez . esse tempo em que se optar por não cruzar o vaca no início dar lactação ser chamar período voluntário de espera . tal período coincidir com o tempo em que o vaca demorar a recuperar o atividade reprodutivo . depois do parto , o útero ter grande tamanho , poder pesar até 12kg . para o vaca poder voltar a ficar gestante , o útero ter que passar por um processo chamar involução uterino , em que seu peso diminuir para cerca de 600g a 700g , recuperar seu capacidade de manter um gestação . contudo , nada impedir que o vaca ser acasalar antes dos 45dias , principalmente no rebanhar bem manejar , desde que o vaca dar um cio bem evidente e com muco limpo e cristalino . dever-sar lembrar , porém , que um vaca que “pega” criar 30dia após o parto , ter somente 8meses de lactação , pois dever ser secar 2mês antes dar parto seguinte . quanto mais próximo do parto ser o cio , pequeno ser o seu fertilidade . assim , quando ser inseminar um vaca que dar cio mais perto do parto , sugerir-sar usar sêmen de bom genética , mas que ser de baixo custo . 167 
303;303 como saber se o vaca estar gestante ? ser possível determinar o sexo dar embrião ou do feto ? ;quando o touro estar solto com o vaca , esse controlo ficar bastante difícil , mas quando o vaca em cio ser levar ao touro ( monta controlar ) , um cobertura ser suficiente , poder-sar permitir não mais que dois , caso o touro ter que servir outro fêmear no próximo 2 ou 3dias . ser importante resguardar o touro para futura cobertura , principalmente em grande rebanho . 
304;304 qual o duração dar gestação no vacar e qual o período ideal de lactação ? ;o método mais prático ser o exame ginecológico por palpação retal , que dever ser fazer por profissional qualificar . geralmente , ser realizar a partir de 60dia de gestação . também ser possível fazer o diagnóstico de gestação por ultrassonografia , o partir de 25dia de gestação . esse diagnóstico precoce permitir que o animal identificar vazio ser reutilizar para cobertura ou ia de forma mais rápido . o ultrassonografia também permitir identificar o sexo dar feto , quando ser realizar entre 55 e 75dias de gestação , processo conhecer como sexagem fetal . ser muito utilizar em gestação de embrião produzir in vivo ou in vitro e que ser comercializar . 
305;305 por que vaca em gestação voltar a apresentar cio ? ;o duração médio dar gestação dar vaca ser de 280 a 290dia , com variação entre raça e depender do sexo dar criar . geralmente , o gestação ser mais longo em vaca zebuína , pequeno em vaca de raça europeu , como o holandês e o jersey , e intermediário na vaca mestiço . o período ideal de lactação ser de 10mês ( 305dia ) . oprolongamento dar lactação por mais de 10mês justificar-sar quando o vaca estar em bom condição corporal e o mais de 168 2mês dar parto . omais importante ser garantir o período de descanso pequeno de 2mês antes dar parto , para o recuperação dar glândular mamário . vaca com período seco pequeno que 60dio podem não apresentar adequar recuperação dar glândular mamário e apresentar comprometimento dar produção de leite na próximo lactação . mas já haver pesquisa , principalmente no exterior , sugerir o secagem dar vacar gestante entre 40 e 45dias , antes do parto . 
306;306 qual o número de parto economicamente desejável na vida de um vaca ? ;no caso de prenhez confirmar , o retorno ao cio , na fase inicial dar gestação , poder ocorrer em razão de morte embrionário e , no fasar mais avançar dar gestação , por aborto . algum vez , o vaca inseminar ou cobrir , não ser mais ver em cio , ser considerar gestante . entretanto , o concepção poder não ter ocorrer e o vaca ter apresentar cio posterior , que não ser identificar . avaquir> gestante poder , também , apresentar sinal de cio entre três mês e meio e quatro mês e meio de prenhez , conhecer como cio dar “encabelamento” . 
307;307 qual o problema provocar pelo excesso de peso em vaca gestante ? ;não existir um número certo . saber-sar de vaca com 17parto . em algum situação , o vaca poder ser descartar com quatro lactação e , em outro , com mais de sete , depender dar taxa de reposição , dar intensidade de seleção , dar raça e dar manejo adotar em cada propriedade . existir critério para o descarte voluntário ou involuntário de vaca . odescarte involuntário decorrer de problema adquirir como mastite , teto perder , lesão de casco e problema reprodutivo ou infertilidade , que interferir na produção de leite . odescarte voluntário ser determinar por critério estabelecer pelo produtor , como idade , número de cria , produção de leite , e 169 dependero dar taxa de reposição ou renovação dar rebanhar , ou ser , de quanto novilho de primeira cria entrar no rebanho e quanto vaca mais velho dever ser descartar . assim , desde que o vaca manter-sar produtivo , fértil e saudável , o idade não ser um fator limitante para o produção de leite . 
308;308 o que ser manejo pré-parto ? como fazê-lo ? ;o excesso de gordura poder dificultar o parto em algum vaca . vaca gestante obesa poder apresentar , após o parto , atraso na involuçãar dar útero e ser mais suscetível a infecção uterino . após o parto , esse vaca também poder mobilizar grande quantidade de gordura , que se acumular no fígar e poder provocar cetose ou degeneração gorduroso hepático , afetar muito dos processo bioquímico que ocorrer nesse órgão e caracterizar o síndrome dar vacar gorda . 
309;309 qual cuidado se dever ter com o vaca , no momento dar parto ? ;faltar 30dia para o parto prever dar vaca , ele dever ser manejar de forma mais cuidadoso , para garantir que ter condição adequar para um parto normal e um início de lactação sem enfermidade . para tanto , o vaca dever ser separar dar outro vaca seco e alocar em um piquete chamar maternidade . o maternidade dever ser um local tranquilo , arejar e bem sombrear , com pouco movimento de máquina , mas situar perto do curral ou dar casa de um vaqueiro , para que o vaca poder ser observar durante todo o dia , para facilitar eventual assistência ao parto . o vaca dever receber dieta próprio para o período préparto , que dever consistir dos mesmo ingrediente usar para alimentar o vaca em lactação . ou ser , na maternidade , o vaca 170 ter que ser adaptar à dieta dar em lactação , evitar o estresse de mudança de alimentação e prevenir o ocorrência de doença metabólico . 
310;310 qual o bom método para avaliar o eficiência reprodutivo ? ;recomenda-se esperar o rompimento dar bolsa amniótico , observar atentamente o trabalho de parto e o expulsão dar bezerro . dever-sar também evitar o manipulação dar feto durante o parto , sem necessidade , a fim de evitar risco de infecção uterino ou retenção de placenta . anatureza ser o bom parteiro . quando o vaca apresentar dificuldade no parto ser necessário identificar qual o motivo . muito vez , o dificuldade ser dever à posição anormal dar feto dentro dar útero , ou porque o bezerro ser muito grande . oideal ser o presença de um médico veterinário que , por manipulação obstétrico , poder retirar o bezerro dar útero , depois de colocá-lo na posição correta , ou realizar cesariana , se haver necessidade . como o cesariana ser um processo traumático , poder acontecer que o animal produzir menos leite do que o esperado . 
311;311 a somatotropina interferir no reproduçãar dar vaca ? ;o eficiência reprodutivo não poder ser avaliar por apenas um índice , pois haver diferença entre o que poder ser empregar . ointervalo de parto – período entre dois parto consecutivo – ser o índice mais usar para avaliar o eficiência reprodutivo de um propriedade . obviamente , não se aplicar a novilho , vaca com um só parto , nem às que permanecer longo tempo em anestro . oideal ser ter um intervalo de parto de 12 a 13mês , com período de serviço de 80 a 110dia . o número de serviço por concepção ser outro medida que poder ser adotar , ser recomendar um índice abaixo de 1,7 . mas , esse índice medir mais a eficiência dar inseminador dar que o reprodutiva dar rebanhar . entretanto , o intervalo de parto e o 171 número de serviço por concepção ser índice histórico , ou ser , ser obter a partir de evento ocorrer ao longo do tempo . como opção de índice dinâmico , poder-sar utilizar o taxa de prenhez ( número de vaca gestante sobre número total de vaca ) que poder ser medir mensalmente , com o ideal próximo de 75 % , e o taxa de vaca vazio com mais de 90 ou 120dias de lactação . oacompanhamento dar índice permite identificar vaca com reprodução atrasar , também chamar de vaca problema , pois ser o responsável pelo alongamento dar período de serviço e do intervalo de parto dar propriedade . oideal ser que menos de 7 % dar vaca em lactação não ter voltar em cio até 90dia pósparto e que menos de 4 % dar vaca estar com mais de 120dia de parida e vazia . 
312;312 a temperatura ambiente influencia a fertilidade dar vaca ? ;o somatotropina ( bst ) ser um hormônio empregar para aumentar o produção de leite e melhorar o persistência dar lactação . ser indicar após 60dias do parto , em vaca que já ter ser cobrir , para evitar possível interferência na reprodução . oimportante ser lembrar que o bst provocar aumento na produção de leite e , consequentemente , no balanço energético negativo observar no início dar lactação . dessar forma , vaca com baixa condição corporal e tratar com bst poder ter o período de serviço aumentar ( período entre parto e concepção ) , se não ser alimentar adequadamente . 
313;313 por que algum vaca colocar o vagina/cérvix para fora ? ;animais submeter a alta temperatura ( por volta de 32°c para raça europeu e 38°c para zebuína ) e umidade elevar , por longo período , poder sofrer o chamado “estresse calórico” . vaca em estresse calórico apresentar cio mais curto e de difícil identificação , em consequência dar reduzir número de monta . ainda , o estresse calórico reduzir o fertilidade dar vaca , que passar a repetir mais cio . esse animal poder até chegar à condição de 172 anestro , por redução no consumo de alimento . quando submeter a temperatura muito baixo ( abaixo de 10°c ) , o animal poder também reduzir o número de monta , dificultar o identificação dos cio . 
314;314 o que poder provocar o retenção de placenta ? em quanto tempo ele ser expulsa depois dar parto ? ;o prolapso vaginal , ou da cérvix , geralmente acontecer no momento dar parto e , raramente , algum mês antes dar parto . vaca que ter problema durante o parto , com dano à vagina e cérvix causar por bezerro grande ou que estar em posição anormal , poder apresentar prolapso . se o prolapso acontecer durante o gestação , ser identificar logo no início e se o feto ainda estar vivo , o veterinário poder optar por realizar cirurgia . em caso mais severo ou que se repetir , dever-sar descartar o animal . 
315;315 o que ser cisto folicular ? ;principalmente vaca que sofrer algum tipo de estresse , além de parto difícil , deficiência alimentar , curto período de secagem , com doença metabólico ou infeccioso , e até mesmo vaca magro , muito obeso ou velho , estar sujeitar à retenção de placenta . o tempo normal para expulsão dar placentar após o parto ser de até 12hora . após esse período , considerar-sar o placenta como reter . aplacentar reter demora de 3 a5dia para ser liberar e não haver recomendação de tratamento . aretenção de placenta por si não causar problema à vaca . oproblema ser que o placenta deixar um porta abrir para o entrada de bactéria no útero , que ficar mais suscetível a infecção agudo , capaz até de provocar o morte dar animal por septicemia . o sintoma de infecção geralmente ser febre , perda de apetite e descer vaginal purulento , de odor féter . otratamento , 173 geralmente com antibiótico , dever ser indicar por um médico veterinário . não se dever esquecer que o leite de vaca que receber antibiótico não ser adequar para consumo humano , dever-sar observar o período de carência preconizar no bulir dar produto . 
